,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,5915500000.0,4702500000.0,3566000000.0,2299800000.0
Capital Surplus,2250000000.0,1590000000.0,1151100000.0,603700000.0
Total Liab,31205300000.0,24687900000.0,24681100000.0,24921600000.0
Total Stockholder Equity,114380800000.0,99809300000.0,89187200000.0,70300700000.0
Other Current Liab,7780800000.0,7353400000.0,5881800000.0,8719700000.0
Total Assets,145586100000.0,124497200000.0,113868300000.0,95222300000.0
Common Stock,273300000.0,273000000.0,272800000.0,272600000.0
Other Current Assets,1756900000.0,1419300000.0,1688900000.0,1853700000.0
Retained Earnings,110525900000.0,97017900000.0,87080000000.0,68683400000.0
Other Liab,4456000000.0,3724900000.0,3701500000.0,2269200000.0
Treasury Stock,1331600000.0,928400000.0,683300000.0,741000000.0
Other Assets,1764800000.0,1523300000.0,1970000000.0,2087100000.0
Cash,941200000.0,432100000.0,7269800000.0,924600000.0
Total Current Liabilities,26288100000.0,20185800000.0,20979600000.0,22652400000.0
Other Stockholder Equity,1331600000.0,928400000.0,683300000.0,741000000.0
Property Plant Equipment,21560400000.0,22162800000.0,19642100000.0,16010600000.0
Total Current Assets,88084800000.0,63745900000.0,44153100000.0,25350400000.0
Long Term Investments,28260600000.0,32362700000.0,44537100000.0,49474400000.0
Net Tangible Assets,108465300000.0,95106800000.0,85621200000.0,68000900000.0
Short Term Investments,57247800000.0,28942400000.0,22321000000.0,11089900000.0
Net Receivables,8316900000.0,1874000000.0,1653400000.0,1077600000.0
Inventory,8746000000.0,5723500000.0,6333800000.0,3946400000.0
Accounts Payable,15358300000.0,10078200000.0,12340500000.0,11718600000.0
