,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,184400000.0,151700000.0,173100000.0,152700000.0
Capital Surplus,300000.0,300000.0,300000.0,300000.0
Total Liab,133181200000.0,144338700000.0,155464100000.0,148366400000.0
Total Stockholder Equity,101842400000.0,91535400000.0,89702300000.0,77195300000.0
Minority Interest,363600000.0,356300000.0,373900000.0,359200000.0
Other Current Liab,23171500000.0,21867100000.0,19684700000.0,12493100000.0
Total Assets,235387200000.0,236230400000.0,245540300000.0,225920900000.0
Common Stock,4806200000.0,4806200000.0,4806200000.0,4806200000.0
Other Current Assets,4487000000.0,5045400000.0,2901400000.0,2689300000.0
Retained Earnings,95163300000.0,84147900000.0,82916800000.0,70752000000.0
Other Liab,18051300000.0,17951900000.0,27829400000.0,34954100000.0
Treasury Stock,1872600000.0,2581000000.0,1979000000.0,1636800000.0
Other Assets,6167200000.0,5576700000.0,13179700000.0,7140900000.0
Cash,1072800000.0,911600000.0,1160700000.0,1365000000.0
Total Current Liabilities,48098500000.0,48093300000.0,41870200000.0,27775300000.0
Deferred Long Term Asset Charges,245000000.0,198600000.0,35600000.0,30600000.0
Short Long Term Debt,11083700000.0,10708800000.0,8386500000.0,7343900000.0
Other Stockholder Equity,1872600000.0,2581000000.0,1979000000.0,1636800000.0
Property Plant Equipment,181453300000.0,181217100000.0,183558500000.0,182479600000.0
Total Current Assets,46444100000.0,48236600000.0,45850500000.0,34301200000.0
Long Term Investments,1138200000.0,1048300000.0,2778500000.0,1846500000.0
Net Tangible Assets,101658000000.0,91383700000.0,89529200000.0,77042600000.0
Short Term Investments,847000000.0,783900000.0,1351400000.0,1726000000.0
Net Receivables,31363800000.0,28274500000.0,27170300000.0,16431800000.0
Long Term Debt,66721800000.0,77963000000.0,85764500000.0,85637000000.0
Inventory,4928200000.0,6873000000.0,6780500000.0,5179300000.0
Accounts Payable,9747900000.0,10379100000.0,8097500000.0,6587100000.0
Deferred Long Term Liab,,,1558400000.0,1535700000.0
