,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,3540500000.0,6202754000.0,8733233000.0,10053928000.0
Total Liab,7579200000.0,8555965000.0,7465037000.0,7865650000.0
Total Stockholder Equity,17626500000.0,18237504000.0,20760628000.0,20136079000.0
Minority Interest,-8800000.0,-8627000.0,-2004000.0,5683000.0
Other Current Liab,2575800000.0,1566102000.0,2222997000.0,915371000.0
Total Assets,25196900000.0,26784842000.0,28223661000.0,28007412000.0
Common Stock,444500000.0,453181000.0,453935000.0,226968000.0
Other Current Assets,1060300000.0,1338248000.0,1475339000.0,880578000.0
Other Liab,577500000.0,552481000.0,665630000.0,726222000.0
Treasury Stock,17182000000.0,343766000.0,1351028000.0,1530871000.0
Other Assets,1412500000.0,1443051000.0,1322991000.0,1378120000.0
Cash,3603700000.0,108394000.0,1164658000.0,161864000.0
Total Current Liabilities,7001700000.0,7920429000.0,6799407000.0,7139428000.0
Other Stockholder Equity,17182000000.0,343766000.0,1351028000.0,1530871000.0
Property Plant Equipment,7311800000.0,7924971000.0,7842163000.0,7671663000.0
Total Current Assets,11267900000.0,10333206000.0,8493284000.0,7007625000.0
Long Term Investments,1664200000.0,880860000.0,1791185000.0,1855271000.0
Net Tangible Assets,14086000000.0,12034750000.0,11986590000.0,10041346000.0
Short Term Investments,1251600000.0,1045249000.0,846073000.0,554544000.0
Net Receivables,2347800000.0,4525963000.0,2653493000.0,2152683000.0
Inventory,3004500000.0,2446474000.0,2217319000.0,1939548000.0
Accounts Payable,3506800000.0,3244591000.0,2913599000.0,2420300000.0
Capital Surplus,,2929550000.0,3093549000.0,3320516000.0
Retained Earnings,,14511007000.0,15862116000.0,15057724000.0
Deferred Long Term Asset Charges,,50000.0,38451000.0,28936000.0
Good Will,,,40805000.0,40805000.0
