,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,76572000000.0,79997000000.0,74093300000.0,70747500000.0
Capital Surplus,12588900000.0,12588900000.0,12588900000.0,12588900000.0
Total Liab,131946300000.0,140273200000.0,116489800000.0,120597700000.0
Total Stockholder Equity,142899700000.0,128976600000.0,123412700000.0,111017100000.0
Minority Interest,8526000000.0,7637700000.0,29146700000.0,27171600000.0
Other Current Liab,9114700000.0,10490100000.0,8190500000.0,12280600000.0
Total Assets,283372000000.0,276887500000.0,269049200000.0,258786400000.0
Common Stock,2547600000.0,2547600000.0,2547600000.0,2547600000.0
Other Current Assets,1802700000.0,1628500000.0,1404500000.0,12665800000.0
Retained Earnings,77765500000.0,77082700000.0,64753300000.0,59085500000.0
Other Liab,33175200000.0,32812400000.0,28992900000.0,29624200000.0
Good Will,19632700000.0,19997600000.0,18590300000.0,17318500000.0
Treasury Stock,49997700000.0,36757400000.0,43522900000.0,36795100000.0
Other Assets,11360700000.0,10356800000.0,11453300000.0,9093400000.0
Cash,6893400000.0,12542600000.0,18883800000.0,39459300000.0
Total Current Liabilities,44633600000.0,70249000000.0,39486400000.0,37033300000.0
Short Long Term Debt,12120300000.0,20776700000.0,10075300000.0,5735800000.0
Other Stockholder Equity,49997700000.0,36757400000.0,43522900000.0,36795100000.0
Property Plant Equipment,66792100000.0,61699300000.0,50292500000.0,43610400000.0
Total Current Assets,66457100000.0,77988700000.0,80983100000.0,90395500000.0
Long Term Investments,42557400000.0,26848100000.0,33636700000.0,27621100000.0
Net Tangible Assets,46695000000.0,28982000000.0,30729100000.0,22951100000.0
Short Term Investments,7086500000.0,8095700000.0,498200000.0,5249800000.0
Net Receivables,17454400000.0,20587300000.0,19383500000.0,16543500000.0
Long Term Debt,52251500000.0,35331800000.0,47874700000.0,53755900000.0
Inventory,16865600000.0,18691600000.0,17255800000.0,14622700000.0
Accounts Payable,16828700000.0,16309200000.0,14753300000.0,14785800000.0
Deferred Long Term Asset Charges,,153100000.0,362400000.0,208100000.0
