,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,2339900000.0,2674700000.0,2737000000.0,2865100000.0
Total Liab,71404700000.0,56210800000.0,64463000000.0,50452000000.0
Total Stockholder Equity,128062900000.0,101301600000.0,94705500000.0,84102300000.0
Minority Interest,4228600000.0,4035300000.0,3612500000.0,3276500000.0
Other Current Liab,2718100000.0,3465800000.0,4392400000.0,4180400000.0
Total Assets,203696200000.0,161547700000.0,162781000000.0,137830800000.0
Common Stock,959200000.0,959200000.0,959200000.0,959200000.0
Other Current Assets,5843200000.0,3313300000.0,4276600000.0,4843700000.0
Retained Earnings,126045700000.0,99347600000.0,93340300000.0,82764700000.0
Other Liab,6387200000.0,6321300000.0,7055000000.0,5658000000.0
Good Will,3026300000.0,3199900000.0,3213000000.0,3272600000.0
Treasury Stock,1058000000.0,994800000.0,406000000.0,378400000.0
Other Assets,8268500000.0,6444600000.0,5508700000.0,5904100000.0
Cash,3463900000.0,5638300000.0,2759700000.0,3121200000.0
Total Current Liabilities,59258600000.0,43803800000.0,51801000000.0,44510700000.0
Deferred Long Term Asset Charges,142800000.0,168000000.0,292600000.0,196000000.0
Short Long Term Debt,83500000.0,145800000.0,109900000.0,126500000.0
Other Stockholder Equity,1058000000.0,994800000.0,406000000.0,378400000.0
Property Plant Equipment,55048800000.0,58250900000.0,61112300000.0,45235800000.0
Total Current Assets,120266000000.0,75801100000.0,76269500000.0,69140800000.0
Long Term Investments,14746700000.0,15176500000.0,13940500000.0,11412400000.0
Net Tangible Assets,122696700000.0,95427000000.0,88755500000.0,77964600000.0
Short Term Investments,12275200000.0,7096000000.0,3309900000.0,2444400000.0
Net Receivables,28726000000.0,21275400000.0,22711000000.0,21581700000.0
Long Term Debt,145300000.0,186300000.0,190600000.0,279000000.0
Inventory,37986000000.0,33898100000.0,31498600000.0,26583100000.0
Accounts Payable,33787200000.0,21365700000.0,23942900000.0,21599600000.0
