,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,2710000.0,4830000.0,5810000.0,7800000.0
Capital Surplus,15310770000.0,4753900000.0,4686540000.0,279490000.0
Total Liab,9005740000.0,8478720000.0,6608670000.0,8639360000.0
Total Stockholder Equity,16108840000.0,2750570000.0,1598880000.0,-3212690000.0
Other Current Liab,4734760000.0,4214170000.0,3586070000.0,2648660000.0
Total Assets,25114580000.0,11229290000.0,8207550000.0,5427130000.0
Common Stock,303160000.0,288770000.0,285920000.0,99770000.0
Other Current Assets,20870000.0,85870000.0,43540000.0,108290000.0
Retained Earnings,397540000.0,-2406220000.0,-3460020000.0,-3653100000.0
Other Liab,3067310000.0,2962610000.0,2396750000.0,1722840000.0
Treasury Stock,97370000.0,114120000.0,86440000.0,61150000.0
Other Assets,245150000.0,526360000.0,902240000.0,1198540000.0
Cash,401190000.0,169380000.0,401960000.0,467110000.0
Total Current Liabilities,5412760000.0,4903620000.0,4211920000.0,3187220000.0
Other Stockholder Equity,97370000.0,114120000.0,86440000.0,61150000.0
Property Plant Equipment,649730000.0,853240000.0,86570000.0,74630000.0
Total Current Assets,23847060000.0,9199530000.0,7212930000.0,3843960000.0
Long Term Investments,369930000.0,645330000.0,,302200000.0
Net Tangible Assets,16106130000.0,2745740000.0,1593070000.0,-3220490000.0
Short Term Investments,374680000.0,52910000.0,375480000.0,
Net Receivables,859280000.0,146690000.0,297840000.0,142270000.0
Accounts Payable,154280000.0,179420000.0,129320000.0,418920000.0
Deferred Long Term Asset Charges,,245700000.0,858080000.0,1155570000.0
Deferred Long Term Liab,,,7170000.0,6690000.0
Minority Interest,,,,460000.0
Long Term Debt,,,,3729300000.0
