,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,3147300000.0,2204600000.0,1650600000.0,1208400000.0
Capital Surplus,169784500000.0,168414300000.0,82988100000.0,82237300000.0
Total Liab,1346084600000.0,1320635000000.0,1045354900000.0,689504300000.0
Total Stockholder Equity,369184100000.0,323276300000.0,196970200000.0,158478400000.0
Other Current Liab,9411100000.0,6465300000.0,6396000000.0,6583300000.0
Total Assets,1715268700000.0,1643911300000.0,1242325100000.0,847982700000.0
Common Stock,1205200000.0,1203400000.0,1155900000.0,1155900000.0
Other Current Assets,46541200000.0,27800400000.0,31250400000.0,11923300000.0
Retained Earnings,196362200000.0,152404500000.0,111442500000.0,74369100000.0
Other Liab,2405400000.0,1628900000.0,1244100000.0,735200000.0
Good Will,32700000.0,32700000.0,32700000.0,32700000.0
Treasury Stock,1832200000.0,1254100000.0,1383700000.0,716100000.0
Other Assets,9459000000.0,8501300000.0,6690300000.0,7674500000.0
Cash,21761800000.0,13827200000.0,3487100000.0,3381700000.0
Total Current Liabilities,567594800000.0,546765900000.0,424204900000.0,263852000000.0
Deferred Long Term Asset Charges,9459000000.0,8501300000.0,6690300000.0,7674500000.0
Short Long Term Debt,192541300000.0,253174600000.0,139011000000.0,94901100000.0
Other Stockholder Equity,1832200000.0,1254100000.0,1383700000.0,716100000.0
Property Plant Equipment,10487600000.0,10972600000.0,5265100000.0,3461500000.0
Total Current Assets,1681101300000.0,1612476600000.0,1222671200000.0,832931400000.0
Long Term Investments,11040800000.0,9723500000.0,6015200000.0,2674200000.0
Net Tangible Assets,366004100000.0,321039000000.0,195286900000.0,157237300000.0
Net Receivables,1479881300000.0,1425735800000.0,1134916800000.0,797996200000.0
Long Term Debt,773528900000.0,769540900000.0,619905900000.0,424917100000.0
Accounts Payable,266982900000.0,221891200000.0,137568100000.0,82388400000.0
