,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,473000000.0,567400000.0,562300000.0,453200000.0
Total Liab,63282700000.0,48479300000.0,56005900000.0,47157400000.0
Total Stockholder Equity,272734300000.0,216620800000.0,232338100000.0,204252400000.0
Minority Interest,100000.0,100000.0,100000.0,200000.0
Other Current Liab,6811100000.0,6645700000.0,7362300000.0,5552900000.0
Total Assets,336017100000.0,265100200000.0,288344100000.0,251410000000.0
Common Stock,2893700000.0,2893700000.0,2893700000.0,2893700000.0
Other Current Assets,4198700000.0,2016600000.0,5491700000.0,1335200000.0
Retained Earnings,262454500000.0,214370100000.0,225275400000.0,196852900000.0
Other Liab,6847300000.0,5946000000.0,7268100000.0,6043400000.0
Treasury Stock,7386100000.0,-643000000.0,4169000000.0,4505800000.0
Other Assets,11242800000.0,10548400000.0,9784000000.0,8833000000.0
Cash,5166100000.0,2854000000.0,9156400000.0,7756000000.0
Total Current Liabilities,56435400000.0,42533300000.0,48737800000.0,41114000000.0
Other Stockholder Equity,7707500000.0,-376800000.0,4169000000.0,4505800000.0
Property Plant Equipment,15839300000.0,16485700000.0,17002300000.0,18323700000.0
Total Current Assets,141876600000.0,66160200000.0,70731600000.0,92508300000.0
Long Term Investments,166585400000.0,171338500000.0,190263900000.0,131291800000.0
Net Tangible Assets,272261300000.0,216053400000.0,231775800000.0,203799200000.0
Short Term Investments,74686600000.0,26056800000.0,13092200000.0,2250800000.0
Net Receivables,37291600000.0,22857100000.0,30703600000.0,18337200000.0
Inventory,14938900000.0,10635000000.0,9615100000.0,7425800000.0
Accounts Payable,45741100000.0,31998200000.0,37868300000.0,32444200000.0
