,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,3412000.0,3477000.0,2590000.0,4109000.0
Capital Surplus,94990000.0,94990000.0,94990000.0,94990000.0
Total Liab,7412012000.0,6204833000.0,6854869000.0,12438756000.0
Total Stockholder Equity,19103291000.0,17508727000.0,14328357000.0,10667195000.0
Other Current Liab,929873000.0,914407000.0,884728000.0,6836691000.0
Total Assets,26515303000.0,23713560000.0,21183226000.0,23105951000.0
Common Stock,112651000.0,112651000.0,112651000.0,112651000.0
Other Current Assets,757053000.0,664181000.0,414650000.0,284274000.0
Retained Earnings,19002228000.0,17378463000.0,14156771000.0,10494972000.0
Other Liab,421491000.0,315524000.0,289009000.0,236911000.0
Treasury Stock,-106578000.0,-77377000.0,-36055000.0,-35418000.0
Other Assets,2240508000.0,1897245000.0,1630545000.0,1249640000.0
Cash,10624229000.0,7805716000.0,5574666000.0,8546525000.0
Total Current Liabilities,6886219000.0,5712946000.0,6489806000.0,12149453000.0
Deferred Long Term Asset Charges,307950000.0,223632000.0,307179000.0,188707000.0
Other Stockholder Equity,-106578000.0,-77377000.0,-36055000.0,-35418000.0
Property Plant Equipment,2894160000.0,3125437000.0,2981847000.0,3089307000.0
Total Current Assets,21377223000.0,18687401000.0,16568244000.0,18762895000.0
Net Tangible Assets,19099879000.0,17505250000.0,14325767000.0,10663086000.0
Net Receivables,5247076000.0,5634095000.0,6237610000.0,6134901000.0
Inventory,4655535000.0,4459168000.0,4245630000.0,3724722000.0
Accounts Payable,4109485000.0,3128703000.0,3558154000.0,3565762000.0
