,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,15711400000.0,17437200000.0,17515600000.0,15901400000.0
Capital Surplus,7250100000.0,7250100000.0,7250100000.0,7250100000.0
Total Liab,211897800000.0,234350800000.0,201888100000.0,190989600000.0
Total Stockholder Equity,1154600000.0,-12783600000.0,-1818100000.0,4993200000.0
Minority Interest,281700000.0,47500000.0,57600000.0,44800000.0
Other Current Liab,23834000000.0,23069000000.0,19455200000.0,19642100000.0
Total Assets,213334100000.0,221614700000.0,200127600000.0,196027600000.0
Common Stock,2850000000.0,2850000000.0,2850000000.0,2850000000.0
Other Current Assets,5906900000.0,6947400000.0,4309800000.0,2764900000.0
Retained Earnings,12798700000.0,1432500000.0,5364800000.0,7710000000.0
Other Liab,33799500000.0,38394200000.0,39252400000.0,39517800000.0
Good Will,1103300000.0,918400000.0,862800000.0,
Treasury Stock,-21744200000.0,-24316200000.0,-17283000000.0,-12816900000.0
Other Assets,29259600000.0,25790000000.0,24328800000.0,24263200000.0
Cash,9271000000.0,9091300000.0,8520800000.0,12955800000.0
Total Current Liabilities,77665700000.0,113704300000.0,94525100000.0,92374300000.0
Deferred Long Term Asset Charges,3102300000.0,2798600000.0,1502900000.0,932300000.0
Short Long Term Debt,1861500000.0,16792200000.0,7699400000.0,12497700000.0
Other Stockholder Equity,-21744200000.0,-24316200000.0,-17283000000.0,-12816900000.0
Property Plant Equipment,99379100000.0,109034800000.0,95398000000.0,95145100000.0
Total Current Assets,58371400000.0,59421100000.0,53069500000.0,49921600000.0
Long Term Investments,9509300000.0,9013200000.0,8952900000.0,10796300000.0
Net Tangible Assets,-15660100000.0,-31139200000.0,-20196500000.0,-10908200000.0
Short Term Investments,13914600000.0,,,
Net Receivables,26093500000.0,32294900000.0,29691800000.0,29550500000.0
Long Term Debt,88902000000.0,68312100000.0,68049400000.0,58983100000.0
Inventory,344400000.0,729700000.0,765800000.0,269900000.0
Accounts Payable,32394700000.0,38449900000.0,36885200000.0,34715700000.0
