,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,193097800000.0,196813100000.0,155100200000.0,132160000000.0
Capital Surplus,86676500000.0,85996000000.0,84719900000.0,83630200000.0
Total Liab,2233536500000.0,2318960800000.0,2091464500000.0,1837725200000.0
Total Stockholder Equity,758685300000.0,667232200000.0,623748000000.0,549035000000.0
Minority Interest,120515300000.0,95208300000.0,68261100000.0,52014300000.0
Deferred Long Term Liab,13600000.0,18500000.0,1488200000.0,1148700000.0
Other Current Liab,410120800000.0,403433000000.0,379253600000.0,355699600000.0
Total Assets,3112737100000.0,3081401300000.0,2783473600000.0,2438774500000.0
Common Stock,2809100000.0,2807800000.0,2805500000.0,2802700000.0
Other Current Assets,547977200000.0,158717900000.0,124739300000.0,110106800000.0
Retained Earnings,646392100000.0,568891900000.0,520279900000.0,444302300000.0
Other Liab,22078800000.0,30939400000.0,12233500000.0,15833800000.0
Good Will,80669600000.0,80114000000.0,18269100000.0,15617800000.0
Treasury Stock,755876200000.0,9536500000.0,15942700000.0,18299800000.0
Other Assets,127761100000.0,162642100000.0,158950200000.0,143776000000.0
Cash,162415000000.0,113245700000.0,65094900000.0,68343400000.0
Total Current Liabilities,1374080100000.0,1447292100000.0,1338023100000.0,1092743800000.0
Deferred Long Term Asset Charges,26970000000.0,38465800000.0,34189300000.0,27549200000.0
Short Long Term Debt,227193900000.0,236547700000.0,222105400000.0,152774100000.0
Other Stockholder Equity,755876200000.0,9536500000.0,15942700000.0,18299800000.0
Property Plant Equipment,137961900000.0,155551900000.0,133731200000.0,127851100000.0
Total Current Assets,1949668300000.0,1826898900000.0,1667914400000.0,1416304500000.0
Long Term Investments,97261700000.0,73487700000.0,71619700000.0,58470600000.0
Net Tangible Assets,484917900000.0,390305100000.0,450378700000.0,401257200000.0
Short Term Investments,338497000000.0,145764000000.0,147918700000.0,103642800000.0
Net Receivables,428783400000.0,934470600000.0,840714000000.0,765682400000.0
Long Term Debt,821200400000.0,823313300000.0,741207300000.0,729145600000.0
Inventory,58205400000.0,57466500000.0,64139300000.0,48478000000.0
Accounts Payable,455046100000.0,436439300000.0,429948100000.0,377973800000.0
