,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Total Liab,867852400000.0,817651109000.0,662923312000.0,584951292000.0
Total Stockholder Equity,534794000000.0,388160828000.0,559163380000.0,539890793000.0
Other Current Liab,867852400000.0,18623539000.0,12786059000.0,6803929000.0
Total Assets,1402646400000.0,1205811937000.0,1222086692000.0,1124842085000.0
Common Stock,8772000000.0,8772000000.0,8772000000.0,4386000000.0
Other Current Assets,272537000000.0,317882091000.0,264879622000.0,238438858000.0
Good Will,273800000.0,273832000.0,273832000.0,273832000.0
Treasury Stock,526022000000.0,158803053000.0,313664558000.0,307691184000.0
Other Assets,707580100000.0,534448198000.0,577350679000.0,512798668000.0
Cash,185888100000.0,161067329000.0,129331368000.0,142571399000.0
Total Current Liabilities,867852400000.0,817651109000.0,662923312000.0,584951292000.0
Deferred Long Term Asset Charges,196900000.0,210715000.0,25562000.0,174863000.0
Other Stockholder Equity,526022000000.0,158803053000.0,313664558000.0,307691184000.0
Property Plant Equipment,1722600000.0,1736649000.0,1836881000.0,1644999000.0
Total Current Assets,458425100000.0,505554778000.0,396779350000.0,394316186000.0
Long Term Investments,234644800000.0,163718235000.0,245707039000.0,215731503000.0
Net Tangible Assets,534520200000.0,387806751000.0,558750637000.0,539540064000.0
Intangible Assets,,80245000.0,138911000.0,76897000.0
Capital Surplus,,15440664000.0,15440664000.0,15440664000.0
Retained Earnings,,205145111000.0,221286158000.0,212372945000.0
Short Term Investments,,13567766000.0,,12379147000.0
Net Receivables,,12877565000.0,2423713000.0,847398000.0
Accounts Payable,,797488834000.0,644677245000.0,575294161000.0
