,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,1500000.0,2500000.0,3200000.0,5000000.0
Capital Surplus,600000000.0,600000000.0,600000000.0,600000000.0
Total Liab,10111400000.0,6830700000.0,10612500000.0,8552200000.0
Total Stockholder Equity,31402900000.0,29621600000.0,27061200000.0,23251600000.0
Other Current Liab,425400000.0,705000000.0,825500000.0,582100000.0
Total Assets,41514300000.0,36452300000.0,37673700000.0,31803800000.0
Common Stock,312600000.0,312600000.0,312600000.0,166200000.0
Other Current Assets,604600000.0,396100000.0,904100000.0,502500000.0
Retained Earnings,29872500000.0,28091200000.0,25579900000.0,21738900000.0
Other Liab,426400000.0,454900000.0,393500000.0,456100000.0
Treasury Stock,617800000.0,617800000.0,568700000.0,746500000.0
Other Assets,2002300000.0,1967000000.0,1607100000.0,1314100000.0
Cash,2108000000.0,1159100000.0,1425000000.0,1403400000.0
Total Current Liabilities,9118800000.0,6375800000.0,10170300000.0,7526900000.0
Deferred Long Term Asset Charges,363200000.0,235000000.0,324900000.0,166700000.0
Other Stockholder Equity,617800000.0,617800000.0,568700000.0,746500000.0
Property Plant Equipment,11661000000.0,10605900000.0,8921000000.0,7971700000.0
Total Current Assets,27144500000.0,22646900000.0,26637300000.0,22508000000.0
Long Term Investments,705000000.0,1230000000.0,505100000.0,5000000.0
Net Tangible Assets,31401400000.0,29619100000.0,27058000000.0,23246600000.0
Short Term Investments,9780000000.0,6910000000.0,7045000000.0,7528800000.0
Net Receivables,7264700000.0,6785900000.0,8014200000.0,6902900000.0
Inventory,7382200000.0,7383100000.0,9233800000.0,6121500000.0
Accounts Payable,7686600000.0,4991500000.0,7878000000.0,5935300000.0
Short Long Term Debt,,,528700000.0,124600000.0
Long Term Debt,,,48700000.0,569200000.0
