,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Capital Surplus,512720336000.0,411698589000.0,259821526000.0,258114673000.0
Total Liab,9065578796000.0,8414178211000.0,7461587341000.0,6394264452000.0
Total Stockholder Equity,1035937004000.0,863404290000.0,678026188000.0,642074090000.0
Minority Interest,1737471000.0,1135557000.0,846147000.0,695129000.0
Other Current Liab,70326546000.0,36897894000.0,37854366000.0,49175679000.0
Total Assets,10103253271000.0,9278718058000.0,8140459676000.0,7037033671000.0
Common Stock,6127497000.0,5643356000.0,5143290000.0,5133078000.0
Other Current Assets,482425357000.0,858964468000.0,397382199000.0,377756572000.0
Retained Earnings,481964855000.0,418305140000.0,390445008000.0,357632735000.0
Other Liab,357548503000.0,369783709000.0,256157392000.0,198666008000.0
Good Will,2892400000.0,2892400000.0,2892400000.0,2930100000.0
Treasury Stock,35124316000.0,27757205000.0,22616364000.0,21193604000.0
Other Assets,7002333649000.0,6492205737000.0,5598277242000.0,4987618918000.0
Cash,242889437000.0,208284324000.0,371184890000.0,136877906000.0
Total Current Liabilities,7185543117000.0,6492592843000.0,5592931657000.0,4637927520000.0
Deferred Long Term Asset Charges,76158900000.0,73637900000.0,76876800000.0,69113200000.0
Other Stockholder Equity,35124316000.0,27757205000.0,22616364000.0,21193604000.0
Property Plant Equipment,43296925000.0,43943385000.0,41298823000.0,40488204000.0
Total Current Assets,1194171594000.0,1531877992000.0,1050272065000.0,751513629000.0
Long Term Investments,1860558703000.0,1207798544000.0,1447719146000.0,1254482820000.0
Net Tangible Assets,1033044604000.0,860511890000.0,675133788000.0,639143990000.0
Short Term Investments,468856800000.0,464629200000.0,281617700000.0,214793000000.0
Long Term Debt,1522487176000.0,1551801659000.0,1612498292000.0,1557670924000.0
Accounts Payable,7076234214000.0,6421572086000.0,5507459351000.0,4556577642000.0
Inventory,,,87276000.0,22086151000.0
