,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,295000000.0,355000000.0,421000000.0,22761000.0
Total Liab,7558000000.0,7695000000.0,8065000000.0,6433499000.0
Total Stockholder Equity,18958000000.0,15029000000.0,12777000000.0,10182375000.0
Minority Interest,212000000.0,168000000.0,150000000.0,135082000.0
Other Current Liab,1384000000.0,375000000.0,472000000.0,385738000.0
Total Assets,26728000000.0,22892000000.0,20992000000.0,16750956000.0
Common Stock,201000000.0,151000000.0,120000000.0,119767000.0
Other Current Assets,260000000.0,368000000.0,239000000.0,198925000.0
Other Liab,428000000.0,457000000.0,564000000.0,346944000.0
Good Will,2570000000.0,2553000000.0,2538000000.0,2347243000.0
Treasury Stock,18757000000.0,14000000.0,722000000.0,15100000.0
Other Assets,327000000.0,267000000.0,416000000.0,165399000.0
Cash,4760000000.0,139000000.0,892000000.0,434861000.0
Total Current Liabilities,6883000000.0,6148000000.0,5870000000.0,4912449000.0
Deferred Long Term Asset Charges,1000000.0,1000000.0,1000000.0,693000.0
Other Stockholder Equity,18757000000.0,14000000.0,722000000.0,15100000.0
Property Plant Equipment,10846000000.0,10085000000.0,8903000000.0,6786054000.0
Total Current Assets,12690000000.0,9630000000.0,8712000000.0,7429499000.0
Net Tangible Assets,16093000000.0,12121000000.0,9818000000.0,7812371000.0
Short Term Investments,54000000.0,1163000000.0,99000000.0,3379000.0
Net Receivables,2895000000.0,2465000000.0,3461000000.0,3152672000.0
Long Term Debt,168000000.0,1055000000.0,1623000000.0,1157143000.0
Inventory,4721000000.0,5404000000.0,3970000000.0,3572385000.0
Accounts Payable,5172000000.0,4754000000.0,3897000000.0,3490762000.0
Capital Surplus,,4053000000.0,3361000000.0,3337109000.0
Retained Earnings,,10811000000.0,8574000000.0,6710399000.0
Short Long Term Debt,,572000000.0,806000000.0,644755000.0
Long Term Investments,,2000000.0,2000000.0,
