,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,279300000000.0,4020000000.0,4060000000.0,3670000000.0
Capital Surplus,403500000000.0,1530000000.0,1420000000.0,1270000000.0
Total Liab,210630000000.0,119070000000.0,107440000000.0,105610000000.0
Total Stockholder Equity,476740000000.0,82290000000.0,78670000000.0,72810000000.0
Minority Interest,200000000.0,170000000.0,180000000.0,200000000.0
Other Current Liab,11660000000.0,9900000000.0,8050000000.0,10320000000.0
Total Assets,687570000000.0,201530000000.0,186290000000.0,178620000000.0
Common Stock,2350000000.0,2160000000.0,2160000000.0,2160000000.0
Other Current Assets,5900000000.0,6080000000.0,3480000000.0,3680000000.0
Retained Earnings,69940000000.0,78120000000.0,74620000000.0,68820000000.0
Other Liab,92290000000.0,19840000000.0,20770000000.0,16740000000.0
Good Will,173970000000.0,1170000000.0,1170000000.0,810000000.0
Treasury Stock,950000000.0,480000000.0,470000000.0,560000000.0
Other Assets,23410000000.0,17510000000.0,15810000000.0,12100000000.0
Cash,18420000000.0,32160000000.0,6210000000.0,6490000000.0
Total Current Liabilities,111030000000.0,93170000000.0,86670000000.0,88870000000.0
Deferred Long Term Asset Charges,170000000.0,2840000000.0,3730000000.0,3020000000.0
Other Stockholder Equity,950000000.0,480000000.0,470000000.0,560000000.0
Property Plant Equipment,68610000000.0,55570000000.0,45980000000.0,45410000000.0
Total Current Assets,142170000000.0,123210000000.0,119140000000.0,116600000000.0
Long Term Investments,110000000.0,50000000.0,130000000.0,30000000.0
Net Tangible Assets,23470000000.0,77100000000.0,73440000000.0,68330000000.0
Short Term Investments,39400000000.0,29680000000.0,35190000000.0,34500000000.0
Net Receivables,22060000000.0,15090000000.0,21380000000.0,18090000000.0
Inventory,35790000000.0,27670000000.0,25740000000.0,25130000000.0
Accounts Payable,88020000000.0,75350000000.0,72060000000.0,71700000000.0
