,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,1000000.0,5000000.0,9000000.0,13000000.0
Capital Surplus,6977000000.0,6974900000.0,7400900000.0,13700000.0
Total Liab,41265400000.0,32591100000.0,31432200000.0,27360100000.0
Total Stockholder Equity,35029000000.0,29787700000.0,26307700000.0,15784300000.0
Minority Interest,122400000.0,946200000.0,839500000.0,770200000.0
Other Current Liab,2044200000.0,77600000.0,139900000.0,83800000.0
Total Assets,76416800000.0,63325000000.0,58579400000.0,43914600000.0
Common Stock,871200000.0,871200000.0,433300000.0,406500000.0
Other Current Assets,1714500000.0,1185300000.0,1076700000.0,2091500000.0
Retained Earnings,27050800000.0,21485300000.0,17025500000.0,13723200000.0
Other Liab,4452300000.0,7407000000.0,3962500000.0,2414100000.0
Treasury Stock,130000000.0,456300000.0,1448000000.0,1640900000.0
Other Assets,3200700000.0,4044900000.0,3064300000.0,2251800000.0
Cash,4123200000.0,2472900000.0,8042000000.0,321000000.0
Total Current Liabilities,24001400000.0,19163700000.0,19321700000.0,15863300000.0
Short Long Term Debt,3517200000.0,2874300000.0,2954500000.0,1622700000.0
Other Stockholder Equity,130000000.0,456300000.0,1448000000.0,1640900000.0
Property Plant Equipment,48903900000.0,38852100000.0,29399200000.0,24324000000.0
Total Current Assets,23676000000.0,20048700000.0,25771100000.0,16849400000.0
Long Term Investments,635200000.0,370100000.0,331600000.0,472200000.0
Net Tangible Assets,35028000000.0,29778500000.0,26294500000.0,15767100000.0
Net Receivables,8259300000.0,7898700000.0,8800300000.0,6841200000.0
Long Term Debt,12680500000.0,5808400000.0,8148000000.0,9082700000.0
Inventory,9356800000.0,8356800000.0,7717900000.0,7473000000.0
Accounts Payable,5763300000.0,3451600000.0,2792800000.0,3574900000.0
Good Will,,4200000.0,4200000.0,4200000.0
