,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Capital Surplus,19252946000.0,12566577000.0,5370306000.0,2267481000.0
Total Liab,453160901000.0,377662599000.0,294599056000.0,165515900000.0
Total Stockholder Equity,62752158000.0,43768111000.0,31628909000.0,22811827000.0
Other Current Liab,1171993000.0,435916000.0,504342000.0,545944000.0
Total Assets,515913059000.0,421430710000.0,326227965000.0,188327727000.0
Common Stock,3122134000.0,3041233000.0,2923575000.0,2857036000.0
Other Current Assets,17129213000.0,12030230000.0,10002418000.0,5710894000.0
Retained Earnings,38960292000.0,27542193000.0,21127977000.0,17512351000.0
Other Liab,18560005000.0,9061359000.0,9807784000.0,6901698000.0
Treasury Stock,1416786000.0,618108000.0,2207051000.0,174959000.0
Other Assets,349503373000.0,271781137000.0,229688091000.0,134634923000.0
Cash,36302649000.0,26457207000.0,10450445000.0,13615099000.0
Total Current Liabilities,408570496000.0,315545640000.0,232749872000.0,106739102000.0
Deferred Long Term Asset Charges,1005729000.0,406748000.0,109466000.0,137085000.0
Short Long Term Debt,44266557000.0,50297636000.0,34092187000.0,24513547000.0
Other Stockholder Equity,1416786000.0,618108000.0,2207051000.0,174959000.0
Property Plant Equipment,4823685000.0,4479983000.0,4470300000.0,3860867000.0
Total Current Assets,53431862000.0,38487437000.0,20452863000.0,19325993000.0
Long Term Investments,108154139000.0,106682153000.0,71616711000.0,30505944000.0
Net Tangible Assets,62752158000.0,43768111000.0,31628909000.0,22811827000.0
Long Term Debt,26030400000.0,53055600000.0,52041400000.0,51875100000.0
Accounts Payable,359793142000.0,261639285000.0,194224356000.0,79233193000.0
