,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,175600000.0,202500000.0,200400000.0,197500000.0
Capital Surplus,19243000000.0,19243000000.0,9768200000.0,9768200000.0
Total Liab,33662100000.0,30393200000.0,9151500000.0,7397100000.0
Total Stockholder Equity,23130300000.0,23877700000.0,16465100000.0,15953700000.0
Minority Interest,444900000.0,795900000.0,-29000000.0,7800000.0
Other Current Liab,618200000.0,574600000.0,955300000.0,861800000.0
Total Assets,57237300000.0,55066800000.0,25587600000.0,23358600000.0
Common Stock,355500000.0,355500000.0,332300000.0,332300000.0
Other Current Assets,787900000.0,613100000.0,1331900000.0,1157800000.0
Retained Earnings,-2191200000.0,-371400000.0,1684700000.0,1238500000.0
Other Liab,275900000.0,269700000.0,415600000.0,333700000.0
Good Will,492100000.0,492100000.0,481700000.0,481700000.0
Treasury Stock,5723000000.0,4650600000.0,4679900000.0,4614700000.0
Other Assets,3700600000.0,3343200000.0,1594200000.0,1359000000.0
Cash,756300000.0,560000000.0,514600000.0,301100000.0
Total Current Liabilities,7514400000.0,4872700000.0,5740300000.0,6064500000.0
Deferred Long Term Asset Charges,1145200000.0,1104000000.0,,
Short Long Term Debt,2999300000.0,,999600000.0,
Other Stockholder Equity,5723000000.0,4650600000.0,4679900000.0,4614700000.0
Property Plant Equipment,30669200000.0,26635300000.0,6486700000.0,5210400000.0
Total Current Assets,14033500000.0,17034600000.0,8783300000.0,6308400000.0
Long Term Investments,8166300000.0,7359100000.0,8041300000.0,9801600000.0
Net Tangible Assets,22462600000.0,23183100000.0,15783000000.0,15274500000.0
Short Term Investments,249000000.0,399000000.0,,
Net Receivables,1349800000.0,1857400000.0,1076100000.0,890900000.0
Inventory,4283900000.0,6078100000.0,4970100000.0,3447700000.0
Accounts Payable,2745700000.0,2976500000.0,2449700000.0,2084400000.0
Long Term Debt,,2997400000.0,2995600000.0,998900000.0
Deferred Long Term Liab,,,37100000.0,15900000.0
