,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,209800000.0,239300000.0,269400000.0,252600000.0
Capital Surplus,6293800000.0,6293800000.0,6293800000.0,6293800000.0
Total Liab,22661300000.0,20272300000.0,21976000000.0,20302200000.0
Total Stockholder Equity,35822800000.0,35202600000.0,31837700000.0,26902600000.0
Minority Interest,37500000.0,33400000.0,30400000.0,29400000.0
Other Current Liab,2100600000.0,2314100000.0,2222900000.0,1537200000.0
Total Assets,58521600000.0,55508300000.0,53844100000.0,47234200000.0
Common Stock,264400000.0,264400000.0,264400000.0,264400000.0
Other Current Assets,2947200000.0,3864000000.0,3604600000.0,2449800000.0
Retained Earnings,26795600000.0,26175400000.0,22810500000.0,17893000000.0
Other Liab,126900000.0,278900000.0,226200000.0,282200000.0
Good Will,64500000.0,242100000.0,242100000.0,242100000.0
Treasury Stock,2469000000.0,2469000000.0,2469000000.0,2451400000.0
Other Assets,4396700000.0,4630100000.0,4109400000.0,2801300000.0
Cash,4097000000.0,293600000.0,192000000.0,153500000.0
Total Current Liabilities,21382000000.0,19904400000.0,20995500000.0,17970000000.0
Deferred Long Term Asset Charges,349700000.0,277700000.0,,
Short Long Term Debt,1425000000.0,750600000.0,1300600000.0,542800000.0
Other Stockholder Equity,2469000000.0,2469000000.0,2469000000.0,2451400000.0
Property Plant Equipment,20508200000.0,20770600000.0,19159100000.0,17526100000.0
Total Current Assets,33235600000.0,29614500000.0,30013700000.0,26405200000.0
Long Term Investments,106800000.0,11700000.0,50400000.0,6900000.0
Net Tangible Assets,35548500000.0,34721200000.0,31326200000.0,26407900000.0
Short Term Investments,81100000.0,113200000.0,60700000.0,88900000.0
Net Receivables,13958300000.0,13511800000.0,15117000000.0,14992900000.0
Long Term Debt,1075000000.0,3700000.0,754300000.0,2050000000.0
Inventory,11366800000.0,10939300000.0,10324600000.0,8080000000.0
Accounts Payable,6180800000.0,5450400000.0,5902200000.0,5217200000.0
