,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,69200000.0,95900000.0,101400000.0,66200000.0
Capital Surplus,22365400000.0,22365400000.0,22365400000.0,22365400000.0
Total Liab,3571029400000.0,3116336500000.0,2639074900000.0,2097821500000.0
Total Stockholder Equity,437639300000.0,353964300000.0,345463400000.0,325876100000.0
Deferred Long Term Liab,140900000.0,164000000.0,122000000.0,136000000.0
Other Current Liab,202700000.0,54300000.0,42300000.0,40000000.0
Total Assets,4008668700000.0,3470300800000.0,2984538300000.0,2423697600000.0
Common Stock,19749200000.0,19749200000.0,19749200000.0,19749200000.0
Other Current Assets,24841000000.0,27446500000.0,21383700000.0,20290600000.0
Retained Earnings,396638100000.0,324334100000.0,296432300000.0,271492000000.0
Other Liab,19479500000.0,19968000000.0,12399600000.0,8049100000.0
Treasury Stock,-1113400000.0,-12484400000.0,6916500000.0,12269500000.0
Other Assets,24880200000.0,21174000000.0,23538700000.0,29020700000.0
Cash,11792400000.0,17177100000.0,3819900000.0,2484300000.0
Total Current Liabilities,193859700000.0,131093800000.0,495671400000.0,444654600000.0
Deferred Long Term Asset Charges,24610300000.0,20505700000.0,23059300000.0,28424300000.0
Other Stockholder Equity,-1113400000.0,-12484400000.0,6916500000.0,12269500000.0
Property Plant Equipment,5963700000.0,4445900000.0,3535700000.0,2538200000.0
Total Current Assets,3960037900000.0,3436314500000.0,2932588400000.0,2362080800000.0
Long Term Investments,17717700000.0,8270500000.0,24774100000.0,29991700000.0
Net Tangible Assets,437570100000.0,353868400000.0,345362000000.0,325809900000.0
Net Receivables,3898195800000.0,3342917100000.0,2889359000000.0,2332402100000.0
Long Term Debt,3357689700000.0,2965253500000.0,2131002800000.0,1645116700000.0
Accounts Payable,615100000.0,461500000.0,672900000.0,631400000.0
Short Long Term Debt,,,381128300000.0,384953900000.0
