,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,17257300000.0,19874000000.0,20471000000.0,21802000000.0
Total Liab,315010400000.0,306699000000.0,288878000000.0,246536000000.0
Total Stockholder Equity,125606000000.0,112609000000.0,109627000000.0,98841000000.0
Minority Interest,40233200000.0,35650000000.0,34797000000.0,29600000000.0
Other Current Liab,81059800000.0,27523000000.0,23780000000.0,16132000000.0
Total Assets,480849600000.0,454958000000.0,433302000000.0,374977000000.0
Common Stock,3157900000.0,3158000000.0,3158000000.0,2105000000.0
Other Current Assets,29840300000.0,10429000000.0,12964000000.0,8303000000.0
Other Liab,19605400000.0,18079000000.0,18556000000.0,15240000000.0
Good Will,24717500000.0,24060000000.0,22118000000.0,22643000000.0
Treasury Stock,122448100000.0,9076000000.0,6944000000.0,6612000000.0
Other Assets,42574700000.0,37500000000.0,31645000000.0,24818000000.0
Cash,59061900000.0,48688000000.0,35399000000.0,27706000000.0
Total Current Liabilities,211297000000.0,195708000000.0,188906000000.0,153342000000.0
Deferred Long Term Asset Charges,10224200000.0,5030000000.0,6123000000.0,6266000000.0
Other Stockholder Equity,122448100000.0,9076000000.0,6944000000.0,6612000000.0
Property Plant Equipment,166503200000.0,170888000000.0,151002000000.0,127214000000.0
Total Current Assets,220273700000.0,194654000000.0,199496000000.0,171001000000.0
Long Term Investments,9523200000.0,7982000000.0,8570000000.0,7499000000.0
Net Tangible Assets,83631200000.0,68675000000.0,67038000000.0,54396000000.0
Short Term Investments,24212500000.0,1263000000.0,1029000000.0,2314000000.0
Net Receivables,57202600000.0,80506000000.0,101494000000.0,90190000000.0
Long Term Debt,74686500000.0,82612000000.0,81240000000.0,77713000000.0
Inventory,49956400000.0,51566000000.0,46634000000.0,40132000000.0
Accounts Payable,111406600000.0,103091000000.0,106613000000.0,90258000000.0
Capital Surplus,,26303000000.0,26303000000.0,27356000000.0
Deferred Long Term Liab,,8819000000.0,6889000000.0,3606000000.0
Retained Earnings,,74072000000.0,73222000000.0,62768000000.0
Short Long Term Debt,,1885000000.0,6462000000.0,10431000000.0
