,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,3518500000.0,3360700000.0,3244300000.0,2995700000.0
Total Liab,39681700000.0,46080600000.0,49522600000.0,47954000000.0
Total Stockholder Equity,45115600000.0,33173500000.0,22052700000.0,18663800000.0
Other Current Liab,17259500000.0,12336100000.0,11672900000.0,10590900000.0
Total Assets,84797300000.0,79254100000.0,71575300000.0,66617800000.0
Common Stock,1376800000.0,1376800000.0,1376800000.0,1376800000.0
Other Current Assets,1849100000.0,517500000.0,500900000.0,437300000.0
Other Liab,9210200000.0,9094200000.0,11861600000.0,10839600000.0
Treasury Stock,43738800000.0,7678800000.0,7669300000.0,7669600000.0
Other Assets,3677600000.0,2885200000.0,3013100000.0,3495700000.0
Cash,3209600000.0,5494100000.0,983900000.0,969400000.0
Total Current Liabilities,22122100000.0,18192600000.0,16769500000.0,14984500000.0
Other Stockholder Equity,43738800000.0,7678800000.0,7669300000.0,7669600000.0
Property Plant Equipment,63003700000.0,58172000000.0,54531200000.0,52714700000.0
Total Current Assets,14119500000.0,14404100000.0,10365900000.0,7004300000.0
Long Term Investments,478000000.0,432100000.0,420800000.0,407400000.0
Net Tangible Assets,41597100000.0,29812800000.0,18808400000.0,15668100000.0
Short Term Investments,694900000.0,1030700000.0,1724700000.0,4500000.0
Net Receivables,7843800000.0,6630700000.0,6262200000.0,4826700000.0
Long Term Debt,7699500000.0,18343600000.0,20891500000.0,22129900000.0
Inventory,522100000.0,462600000.0,694100000.0,567800000.0
Accounts Payable,4472200000.0,3684000000.0,3557700000.0,2968500000.0
Retained Earnings,,24117900000.0,13006600000.0,9617400000.0
Short Long Term Debt,,1639800000.0,1239600000.0,1139500000.0
