,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,854500000.0,841000000.0,39000000.0,61100000.0
Total Liab,654228700000.0,685445500000.0,602723100000.0,686387400000.0
Total Stockholder Equity,131125900000.0,64804400000.0,77122900000.0,8893300000.0
Minority Interest,100000.0,100000.0,,
Other Current Liab,49704600000.0,13816100000.0,7834600000.0,7042700000.0
Total Assets,785354700000.0,750250000000.0,679846000000.0,695280700000.0
Common Stock,38569400000.0,38569400000.0,38569400000.0,38569400000.0
Other Current Assets,18166000000.0,14520000000.0,12700500000.0,9129400000.0
Other Liab,70089600000.0,56638300000.0,57022400000.0,60410800000.0
Good Will,1906100000.0,1906100000.0,1906100000.0,1906100000.0
Treasury Stock,92556500000.0,100136000000.0,83598000000.0,3598000000.0
Other Assets,16273900000.0,22392400000.0,39942600000.0,32810300000.0
Cash,16073200000.0,9411000000.0,245400000.0,616200000.0
Total Current Liabilities,184569100000.0,181891500000.0,181598000000.0,280378100000.0
Other Stockholder Equity,92556500000.0,100136000000.0,83598000000.0,3598000000.0
Property Plant Equipment,590146600000.0,579178700000.0,505743300000.0,520602800000.0
Total Current Assets,173719100000.0,145931800000.0,132025300000.0,139565200000.0
Long Term Investments,2454500000.0,,189700000.0,335200000.0
Net Tangible Assets,128365300000.0,62057300000.0,75177800000.0,6926100000.0
Short Term Investments,4560400000.0,95600000.0,,1950000000.0
Net Receivables,114467500000.0,87888300000.0,100397600000.0,111772400000.0
Long Term Debt,399570000000.0,445987500000.0,364102700000.0,345598500000.0
Inventory,20251100000.0,32842000000.0,17889200000.0,15614200000.0
Accounts Payable,38031300000.0,55960500000.0,63617400000.0,76263700000.0
Capital Surplus,,74098300000.0,74098300000.0,74098300000.0
Retained Earnings,,-147999300000.0,-119142800000.0,-107372400000.0
Short Long Term Debt,,28306100000.0,34959000000.0,37146200000.0
Deferred Long Term Asset Charges,,,253800000.0,
