,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Total Liab,945265700000.0,717073657000.0,643230421000.0,532398837000.0
Total Stockholder Equity,33429600000.0,21465199000.0,20590344000.0,18192748000.0
Minority Interest,2620800000.0,6723341000.0,7740641000.0,7825165000.0
Other Current Liab,580200000.0,7020178000.0,7034678000.0,9287667000.0
Total Assets,981316100000.0,745262197000.0,671561406000.0,558416750000.0
Common Stock,690200000.0,539019000.0,538772000.0,536768000.0
Other Current Assets,59600000.0,489264000.0,957920000.0,919254000.0
Other Liab,929548400000.0,695521782000.0,623735904000.0,508676764000.0
Good Will,5252500000.0,5252544000.0,5252544000.0,5252544000.0
Treasury Stock,32739400000.0,522036000.0,409750000.0,545319000.0
Other Assets,929541600000.0,701020588000.0,624987683000.0,515096061000.0
Cash,5084100000.0,4474618000.0,5057381000.0,6100851000.0
Total Current Liabilities,12933400000.0,18874411000.0,19494517000.0,23722073000.0
Deferred Long Term Asset Charges,88400000.0,99374000.0,,
Other Stockholder Equity,32739400000.0,522036000.0,409750000.0,545319000.0
Property Plant Equipment,251200000.0,255024000.0,303645000.0,312199000.0
Total Current Assets,5169300000.0,5010146000.0,6088615000.0,7064428000.0
Long Term Investments,41101500000.0,33723895000.0,34928030000.0,30689374000.0
Net Tangible Assets,28177100000.0,16212655000.0,15336911000.0,12938060000.0
Net Receivables,25600000.0,41497000.0,66224000.0,38784000.0
Accounts Payable,12353200000.0,10222323000.0,11246160000.0,12540061000.0
Capital Surplus,,4248358000.0,4187090000.0,3728067000.0
Retained Earnings,,16155786000.0,15454732000.0,13382594000.0
Intangible Assets,,,889000.0,2144000.0
Short Long Term Debt,,,1106000.0,261770000.0
