,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,14508000000.0,15060000000.0,14512000000.0,16781000000.0
Capital Surplus,10570000000.0,9208000000.0,7611000000.0,23789000000.0
Total Liab,144335000000.0,151471000000.0,126848000000.0,110853000000.0
Total Stockholder Equity,248650000000.0,218131000000.0,202844000000.0,188428000000.0
Minority Interest,3795000000.0,3933000000.0,4777000000.0,5091000000.0
Deferred Long Term Liab,8468000000.0,9724000000.0,666000000.0,1055000000.0
Other Current Liab,37244000000.0,35908000000.0,47805000000.0,28653000000.0
Total Assets,396780000000.0,373535000000.0,334469000000.0,304372000000.0
Common Stock,4841000000.0,4830000000.0,4917000000.0,4897000000.0
Other Current Assets,19542000000.0,20859000000.0,22170000000.0,19564000000.0
Retained Earnings,221497000000.0,196916000000.0,182564000000.0,154361000000.0
Other Liab,31825000000.0,31888000000.0,21450000000.0,23975000000.0
Good Will,40082000000.0,33877000000.0,28163000000.0,27727000000.0
Treasury Stock,11742000000.0,7177000000.0,7752000000.0,5381000000.0
Other Assets,47684000000.0,51122000000.0,38790000000.0,33604000000.0
Cash,26904000000.0,30167000000.0,20427000000.0,19661000000.0
Total Current Liabilities,102775000000.0,109257000000.0,103312000000.0,79167000000.0
Deferred Long Term Asset Charges,9133000000.0,8443000000.0,6091000000.0,5766000000.0
Short Long Term Debt,310000000.0,425000000.0,5609000000.0,5375000000.0
Other Stockholder Equity,12213000000.0,7648000000.0,8232000000.0,5861000000.0
Property Plant Equipment,35887000000.0,38840000000.0,28992000000.0,32209000000.0
Total Current Assets,252553000000.0,231723000000.0,215658000000.0,181070000000.0
Long Term Investments,6066000000.0,2913000000.0,8354000000.0,12981000000.0
Net Tangible Assets,194060000000.0,169194000000.0,160169000000.0,143920000000.0
Short Term Investments,9367000000.0,11572000000.0,12516000000.0,15820000000.0
Net Receivables,100802000000.0,117237000000.0,101908000000.0,90709000000.0
Long Term Debt,1658000000.0,1787000000.0,1844000000.0,6004000000.0
Inventory,242000000.0,358000000.0,752000000.0,659000000.0
Accounts Payable,27850000000.0,32566000000.0,24893000000.0,20368000000.0
