,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,-398055500000.0,344614100000.0,302198100000.0,333184100000.0
Capital Surplus,252966300000.0,218728900000.0,188919300000.0,188919300000.0
Total Liab,2863055900000.0,2582291700000.0,2464919100000.0,2353975400000.0
Total Stockholder Equity,552467200000.0,630785300000.0,601795600000.0,954279100000.0
Minority Interest,15734900000.0,8135600000.0,5230600000.0,5250600000.0
Deferred Long Term Liab,1041655200000.0,347332300000.0,309926000000.0,380017200000.0
Other Current Liab,359011500000.0,307938800000.0,312917200000.0,344832100000.0
Total Assets,3431258000000.0,3221212600000.0,3071945300000.0,3313505100000.0
Common Stock,7657600000.0,7194900000.0,6791700000.0,6791700000.0
Other Current Assets,64432400000.0,46300900000.0,43223800000.0,81318900000.0
Retained Earnings,174080800000.0,366193600000.0,414065000000.0,724423500000.0
Other Liab,300315800000.0,292965600000.0,300608100000.0,309785700000.0
Good Will,8037200000.0,7770600000.0,7478700000.0,1164500000.0
Treasury Stock,117762500000.0,38667900000.0,-7980400000.0,34144600000.0
Other Assets,1183162300000.0,522571000000.0,433236000000.0,508008500000.0
Cash,317000100000.0,184678000000.0,215598000000.0,147167500000.0
Total Current Liabilities,1577491800000.0,1404540500000.0,1454574300000.0,1432194700000.0
Deferred Long Term Asset Charges,45203500000.0,54579000000.0,51511100000.0,41587000000.0
Short Long Term Debt,211289500000.0,191323700000.0,150341100000.0,109338900000.0
Other Stockholder Equity,117762500000.0,38667900000.0,-7980400000.0,34144600000.0
Property Plant Equipment,945078500000.0,927577300000.0,811580300000.0,900107800000.0
Total Current Assets,1468876400000.0,1195872500000.0,1234311600000.0,1359728400000.0
Long Term Investments,55690900000.0,54469400000.0,62408900000.0,56516500000.0
Net Tangible Assets,942485500000.0,278400600000.0,292118800000.0,619930500000.0
Short Term Investments,312504000000.0,248325700000.0,187263700000.0,323392400000.0
Net Receivables,193448300000.0,171133200000.0,258547800000.0,272043300000.0
Long Term Debt,931127700000.0,833156200000.0,708175000000.0,611527500000.0
Inventory,360885900000.0,374568800000.0,390137300000.0,421376300000.0
Accounts Payable,681798400000.0,636268800000.0,685135300000.0,720384100000.0
