,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,382974600000.0,386641540000.0,398371840000.0,407559640000.0
Total Liab,3006678200000.0,2791175620000.0,2582181460000.0,2406100020000.0
Total Stockholder Equity,2209809900000.0,2069676960000.0,2169346540000.0,2040189360000.0
Minority Interest,216158000000.0,178128120000.0,181062100000.0,156059970000.0
Other Current Liab,606784200000.0,363795970000.0,328071360000.0,286345990000.0
Total Assets,5432646100000.0,5038980700000.0,4932590100000.0,4602349350000.0
Common Stock,62901400000.0,62901390000.0,62901390000.0,64166170000.0
Other Current Assets,124825000000.0,135184290000.0,124268430000.0,72373800000.0
Other Liab,885948100000.0,813584960000.0,759551840000.0,686193950000.0
Good Will,135385900000.0,142366500000.0,140883530000.0,142025460000.0
Treasury Stock,2146908500000.0,-55361360000.0,57388250000.0,76053500000.0
Other Assets,475746400000.0,470468020000.0,419410760000.0,379090620000.0
Cash,71922700000.0,47805620000.0,38221120000.0,25120880000.0
Total Current Liabilities,1232647500000.0,1176608020000.0,1294896900000.0,1169657090000.0
Deferred Long Term Asset Charges,26936400000.0,26656790000.0,17310580000.0,16989890000.0
Other Stockholder Equity,2146908500000.0,-55361360000.0,57388250000.0,76053500000.0
Property Plant Equipment,2922344400000.0,2748156820000.0,2455137240000.0,2326031680000.0
Total Current Assets,931841600000.0,807220990000.0,871957080000.0,724289680000.0
Long Term Investments,584353200000.0,484126830000.0,646829650000.0,623352270000.0
Net Tangible Assets,1691449400000.0,1540668920000.0,1630091170000.0,1490604260000.0
Short Term Investments,119797300000.0,60358960000.0,34820280000.0,75993560000.0
Net Receivables,169563300000.0,175948010000.0,266908930000.0,192655920000.0
Long Term Debt,791620600000.0,720833990000.0,521679620000.0,531090850000.0
Inventory,445733300000.0,330512030000.0,351340660000.0,305571210000.0
Accounts Payable,274491500000.0,229678510000.0,305574720000.0,264847350000.0
Retained Earnings,,2062136930000.0,2049056900000.0,1899969690000.0
Short Long Term Debt,,118652220000.0,55343830000.0,49116420000.0
