,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,808240000.0,529400000.0,280760000.0,273960000.0
Capital Surplus,160400000.0,160400000.0,160400000.0,160400000.0
Total Liab,21854080000.0,20638630000.0,22213640000.0,21684280000.0
Total Stockholder Equity,35621170000.0,30060440000.0,25646790000.0,21728530000.0
Minority Interest,240000.0,,,
Other Current Liab,1575990000.0,1262510000.0,2058960000.0,1790860000.0
Total Assets,57475490000.0,50699070000.0,47860430000.0,43412810000.0
Common Stock,1406630000.0,1406630000.0,1406630000.0,1406630000.0
Other Current Assets,236390000.0,209440000.0,254390000.0,475500000.0
Retained Earnings,32163880000.0,26983110000.0,23228480000.0,18985510000.0
Other Liab,828500000.0,973600000.0,906670000.0,309620000.0
Good Will,1739830000.0,1624390000.0,1519800000.0,1577230000.0
Treasury Stock,1890260000.0,1510300000.0,851280000.0,1175990000.0
Other Assets,1434200000.0,1889090000.0,3383240000.0,2800250000.0
Cash,5132870000.0,6208750000.0,5377170000.0,5025560000.0
Total Current Liabilities,17233750000.0,15644170000.0,17842960000.0,17571400000.0
Deferred Long Term Asset Charges,602430000.0,320770000.0,311320000.0,119890000.0
Short Long Term Debt,1926640000.0,1826160000.0,1599650000.0,2064000000.0
Other Stockholder Equity,1890260000.0,1510300000.0,851280000.0,1175990000.0
Property Plant Equipment,24439170000.0,25168760000.0,21008670000.0,17250180000.0
Total Current Assets,29042140000.0,21475550000.0,21655210000.0,21501090000.0
Long Term Investments,11910000.0,11880000.0,12750000.0,10100000.0
Net Tangible Assets,33073100000.0,27906650000.0,23846230000.0,19877340000.0
Short Term Investments,4465920000.0,1684120000.0,350620000.0,457430000.0
Net Receivables,12572960000.0,7428120000.0,9711440000.0,9778910000.0
Long Term Debt,3549790000.0,3604570000.0,3177590000.0,3510710000.0
Inventory,6514150000.0,5832920000.0,5843690000.0,5646720000.0
Accounts Payable,12783300000.0,10662270000.0,11734610000.0,11284230000.0
