,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Capital Surplus,507322810000.0,496688970000.0,430131963000.0,181604828000.0
Total Liab,2609118152000.0,2657597594000.0,2826677106000.0,3289149503000.0
Total Stockholder Equity,376280389000.0,348357248000.0,383467086000.0,219079562000.0
Minority Interest,1129819000.0,1035793000.0,969788000.0,859569000.0
Other Current Liab,15424994000.0,9560910000.0,16765265000.0,15578390000.0
Total Assets,2986528360000.0,3006990635000.0,3211113980000.0,3509088634000.0
Common Stock,107524022000.0,103805940000.0,77362949000.0,30838627000.0
Other Current Assets,185695626000.0,168406787000.0,182398583000.0,186805666000.0
Retained Earnings,-334536829000.0,-347523970000.0,-220053503000.0,-71235770000.0
Other Liab,120145208000.0,48481096000.0,72893228000.0,147352670000.0
Treasury Stock,95970386000.0,95386308000.0,96025677000.0,77871877000.0
Other Assets,1461963065000.0,1466015222000.0,1678410471000.0,1847626510000.0
Cash,253874628000.0,220959820000.0,106317180000.0,221101361000.0
Total Current Liabilities,2381872944000.0,2241627938000.0,2300906639000.0,2509941561000.0
Deferred Long Term Asset Charges,144489011000.0,157595428000.0,196886118000.0,119891239000.0
Short Long Term Debt,51980532000.0,,,
Other Stockholder Equity,95970386000.0,95386308000.0,96025677000.0,77871877000.0
Property Plant Equipment,78727306000.0,82067595000.0,83099081000.0,68529278000.0
Total Current Assets,450755234000.0,400634882000.0,300948799000.0,429202252000.0
Long Term Investments,995082755000.0,1058272936000.0,1148655629000.0,1163730594000.0
Net Tangible Assets,376280389000.0,348357248000.0,383467086000.0,219079562000.0
Net Receivables,3265087000.0,3348382000.0,4313143000.0,13375332000.0
Long Term Debt,107100000000.0,367488560000.0,452877239000.0,631855272000.0
Inventory,7919893000.0,7919893000.0,7919893000.0,7919893000.0
Accounts Payable,2308557229000.0,2224054689000.0,2273764106000.0,2481738748000.0
