,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,1123700000.0,1164600000.0,1088600000.0,1127300000.0
Total Liab,40729900000.0,59434400000.0,57586300000.0,47984800000.0
Total Stockholder Equity,88564200000.0,49333200000.0,41292700000.0,35645300000.0
Other Current Liab,10064400000.0,3372400000.0,1560800000.0,1869200000.0
Total Assets,129294100000.0,108767600000.0,98879000000.0,83630100000.0
Common Stock,592500000.0,574800000.0,574800000.0,574200000.0
Other Current Assets,2669600000.0,930600000.0,978400000.0,1079500000.0
Other Liab,-15269800000.0,2484600000.0,3986100000.0,3590100000.0
Good Will,6200000.0,6200000.0,40800000.0,40800000.0
Treasury Stock,87971700000.0,1843800000.0,2970200000.0,2899300000.0
Other Assets,3871100000.0,2055200000.0,3496600000.0,2511000000.0
Cash,2820000000.0,1164400000.0,1895500000.0,870100000.0
Total Current Liabilities,35711300000.0,33079300000.0,31986800000.0,25322100000.0
Deferred Long Term Asset Charges,181400000.0,142600000.0,,
Other Stockholder Equity,87971700000.0,1843800000.0,2970200000.0,2899300000.0
Property Plant Equipment,84862300000.0,76438000000.0,62500600000.0,55635900000.0
Total Current Assets,39389200000.0,29062000000.0,31722900000.0,24258900000.0
Long Term Investments,41600000.0,41600000.0,29500000.0,56200000.0
Net Tangible Assets,87434300000.0,48162400000.0,40163300000.0,34477200000.0
Short Term Investments,6383700000.0,7700000.0,12900000.0,32500000.0
Net Receivables,12857700000.0,12859600000.0,15423200000.0,11338600000.0
Long Term Debt,19650100000.0,23130700000.0,21613400000.0,19072600000.0
Inventory,14658200000.0,12012300000.0,12247400000.0,9581800000.0
Accounts Payable,15851900000.0,11116900000.0,13824200000.0,10442400000.0
Retained Earnings,,46914600000.0,37747700000.0,32171800000.0
Short Long Term Debt,,7807300000.0,4414600000.0,3838000000.0
