,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,4800000000.0,2830000000.0,1790000000.0,120000000.0
Total Liab,436510000000.0,361500000000.0,250440000000.0,207660000000.0
Total Stockholder Equity,864330000000.0,841260000000.0,894460000000.0,851280000000.0
Minority Interest,6750000000.0,6230000000.0,4530000000.0,4020000000.0
Deferred Long Term Liab,2280000000.0,2860000000.0,1740000000.0,950000000.0
Other Current Liab,132970000000.0,95200000000.0,76290000000.0,58010000000.0
Total Assets,1307590000000.0,1208990000000.0,1149430000000.0,1062960000000.0
Common Stock,3700000000.0,3750000000.0,3750000000.0,1910000000.0
Other Current Assets,21080000000.0,18370000000.0,18910000000.0,13180000000.0
Retained Earnings,825580000000.0,808060000000.0,868890000000.0,830140000000.0
Other Liab,29930000000.0,21840000000.0,29160000000.0,28840000000.0
Good Will,17980000000.0,17100000000.0,17000000000.0,17450000000.0
Treasury Stock,35050000000.0,29450000000.0,21820000000.0,19230000000.0
Other Assets,87610000000.0,84270000000.0,95010000000.0,117010000000.0
Cash,68580000000.0,86460000000.0,72240000000.0,48830000000.0
Total Current Liabilities,341550000000.0,270600000000.0,220840000000.0,178280000000.0
Deferred Long Term Asset Charges,39310000000.0,28280000000.0,26560000000.0,34490000000.0
Other Stockholder Equity,35050000000.0,29450000000.0,21820000000.0,19230000000.0
Property Plant Equipment,196690000000.0,198410000000.0,113740000000.0,114940000000.0
Total Current Assets,992800000000.0,902370000000.0,921310000000.0,812240000000.0
Long Term Investments,7710000000.0,4010000000.0,580000000.0,1200000000.0
Net Tangible Assets,841550000000.0,821330000000.0,875670000000.0,833710000000.0
Short Term Investments,266340000000.0,253870000000.0,61350000000.0,20910000000.0
Net Receivables,540890000000.0,511570000000.0,476270000000.0,361040000000.0
Inventory,80000000.0,50000000.0,100000000.0,260000000.0
Accounts Payable,78600000000.0,67400000000.0,62920000000.0,50940000000.0
