,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,6517700000.0,7033200000.0,6611800000.0,6437600000.0
Total Liab,184173600000.0,142626100000.0,115957800000.0,109318000000.0
Total Stockholder Equity,110595800000.0,100715300000.0,92115000000.0,80156800000.0
Minority Interest,149900000.0,141700000.0,133000000.0,130300000.0
Other Current Liab,125703700000.0,93438900000.0,79752100000.0,76424400000.0
Total Assets,294919300000.0,243483100000.0,208205800000.0,189605100000.0
Common Stock,2436600000.0,2436600000.0,2436600000.0,2436600000.0
Other Current Assets,70496600000.0,62221700000.0,49312400000.0,36073300000.0
Other Liab,15855500000.0,13950600000.0,11470300000.0,10022900000.0
Treasury Stock,108159200000.0,-1265800000.0,-855600000.0,-442900000.0
Other Assets,8996100000.0,9537100000.0,8310400000.0,9132600000.0
Total Current Liabilities,168318100000.0,128657200000.0,104487500000.0,98961800000.0
Deferred Long Term Asset Charges,4634600000.0,4987000000.0,4720100000.0,4300600000.0
Other Stockholder Equity,108159200000.0,-1265800000.0,-855600000.0,-442900000.0
Property Plant Equipment,28829700000.0,28144800000.0,24616300000.0,21335900000.0
Total Current Assets,237155700000.0,187380900000.0,158744400000.0,143045200000.0
Long Term Investments,13420100000.0,11387100000.0,9922900000.0,9653800000.0
Net Tangible Assets,104078100000.0,93682100000.0,85503200000.0,73719200000.0
Short Term Investments,116979300000.0,556100000.0,1652200000.0,496300000.0
Inventory,49679800000.0,39583000000.0,44433500000.0,45793600000.0
Accounts Payable,42614400000.0,25907300000.0,15861400000.0,13689900000.0
Deferred Long Term Liab,,3557200000.0,430300000.0,380300000.0
Retained Earnings,,99544500000.0,90534000000.0,78163100000.0
Cash,,16206300000.0,7597000000.0,8044300000.0
Short Long Term Debt,,83300000.0,333400000.0,333300000.0
Net Receivables,,67748600000.0,54320800000.0,51260300000.0
Long Term Debt,,,,333300000.0
