,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Capital Surplus,246745777000.0,169001781000.0,165401030000.0,163168753000.0
Total Liab,3940340826000.0,3760357269000.0,3368894434000.0,2872322392000.0
Total Stockholder Equity,843386033000.0,666369848000.0,577818047000.0,504882345000.0
Other Current Liab,29250819000.0,12424451000.0,19693466000.0,15655120000.0
Total Assets,4788726859000.0,4431727117000.0,3951712481000.0,3377204737000.0
Common Stock,9909178000.0,9565192000.0,9543774000.0,9528243000.0
Other Current Assets,154061672000.0,117103110000.0,129432256000.0,105906637000.0
Retained Earnings,577611451000.0,478377412000.0,395942381000.0,325917555000.0
Other Liab,630904251000.0,471282977000.0,418502907000.0,343403217000.0
Good Will,8137530000.0,8137530000.0,8137530000.0,7930606000.0
Treasury Stock,9119627000.0,9425463000.0,6930862000.0,6267794000.0
Other Assets,2672880720000.0,2612930168000.0,2544354973000.0,2168822846000.0
Cash,366781799000.0,562964122000.0,216080426000.0,166971086000.0
Total Current Liabilities,2832047561000.0,2633307124000.0,2286002144000.0,1942879440000.0
Deferred Long Term Asset Charges,7414600000.0,4667400000.0,3226100000.0,3115000000.0
Other Stockholder Equity,9119627000.0,9425463000.0,6930862000.0,6267794000.0
Property Plant Equipment,17401626000.0,18609626000.0,18837090000.0,17498290000.0
Total Current Assets,520851489000.0,680080663000.0,345512682000.0,273186975000.0
Long Term Investments,1569455494000.0,1111969130000.0,1034870206000.0,909766020000.0
Net Tangible Assets,835248503000.0,658232318000.0,569680517000.0,496951739000.0
Net Receivables,8018000.0,13431000.0,,241428000.0
Long Term Debt,477389014000.0,655767168000.0,664389383000.0,586039735000.0
Accounts Payable,2788714108000.0,2604002077000.0,2248242606000.0,1912357994000.0
Inventory,,,,67824000.0
