,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,71250000.0,16760000.0,34980000.0,27040000.0
Capital Surplus,7318100000.0,7149550000.0,3057320000.0,3205600000.0
Total Liab,22419420000.0,21101790000.0,27729150000.0,20964430000.0
Total Stockholder Equity,47539400000.0,38364150000.0,28469550000.0,23476190000.0
Minority Interest,188290000.0,150000000.0,84250000.0,40490000.0
Other Current Liab,4410250000.0,4786850000.0,8225620000.0,2559820000.0
Total Assets,70147110000.0,59615940000.0,56282950000.0,44481110000.0
Common Stock,1491190000.0,1488790000.0,1412060000.0,1412060000.0
Other Current Assets,1030680000.0,3275200000.0,1906170000.0,1419660000.0
Retained Earnings,38438280000.0,29581590000.0,23849230000.0,18856590000.0
Other Liab,1010540000.0,602500000.0,650480000.0,830770000.0
Good Will,22580000.0,,,
Treasury Stock,291830000.0,144220000.0,150940000.0,1940000.0
Other Assets,2036300000.0,2215910000.0,2052080000.0,1572550000.0
Cash,2378030000.0,1721620000.0,1790590000.0,82320000.0
Total Current Liabilities,20145780000.0,20090900000.0,26189420000.0,18544170000.0
Deferred Long Term Asset Charges,110000.0,10130000.0,,100000.0
Short Long Term Debt,560450000.0,349500000.0,804230000.0,726100000.0
Other Stockholder Equity,291830000.0,144220000.0,150940000.0,1940000.0
Property Plant Equipment,19592670000.0,16615150000.0,14650830000.0,13304160000.0
Total Current Assets,47726430000.0,40499180000.0,39241830000.0,29259060000.0
Long Term Investments,697880000.0,268940000.0,303230000.0,318300000.0
Net Tangible Assets,47445570000.0,38347390000.0,28434570000.0,23449150000.0
Short Term Investments,2434280000.0,90470000.0,375000000.0,24100000.0
Net Receivables,14791550000.0,15065540000.0,14278450000.0,13251270000.0
Long Term Debt,1036760000.0,106550000.0,889250000.0,1589490000.0
Inventory,20799630000.0,19869470000.0,20810780000.0,14392730000.0
Accounts Payable,13480320000.0,13536830000.0,15201820000.0,9220870000.0
