,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,97107000.0,158756000.0,125820000.0,157256000.0
Total Liab,371420307000.0,365886139000.0,256726242000.0,260296946000.0
Total Stockholder Equity,77302518000.0,66768251000.0,62592942000.0,56492454000.0
Minority Interest,17202546000.0,14554713000.0,17389143000.0,23070710000.0
Other Current Liab,35676000.0,34975000.0,27716000.0,22533000.0
Total Assets,465925371000.0,447209103000.0,336708327000.0,339860110000.0
Common Stock,1111039000.0,1111039000.0,1111039000.0,1101244000.0
Other Current Assets,8201429000.0,8602652000.0,2672722000.0,3865300000.0
Retained Earnings,73338494000.0,62660100000.0,57792508000.0,50274400000.0
Other Liab,3570744000.0,3220923000.0,4077740000.0,46584750000.0
Good Will,5908468000.0,4740239000.0,1376182000.0,4914405000.0
Treasury Stock,2852985000.0,2997112000.0,3689395000.0,5116810000.0
Other Assets,1546066000.0,1584924000.0,589230000.0,491112000.0
Cash,2222053000.0,1360330000.0,8590870000.0,10743042000.0
Total Current Liabilities,94672158000.0,105718533000.0,61598262000.0,67874985000.0
Deferred Long Term Asset Charges,1016394000.0,983968000.0,,
Other Stockholder Equity,2852985000.0,2997112000.0,3689395000.0,5116810000.0
Property Plant Equipment,3312504000.0,3566361000.0,2441919000.0,2688827000.0
Total Current Assets,418899281000.0,406403098000.0,286782013000.0,244677588000.0
Long Term Investments,36161945000.0,30755725000.0,45393163000.0,86930922000.0
Net Tangible Assets,71296943000.0,61869256000.0,61090940000.0,51420793000.0
Net Receivables,385237597000.0,375418227000.0,274765639000.0,230069246000.0
Long Term Debt,272478524000.0,256186965000.0,191046332000.0,145833303000.0
Accounts Payable,61337268000.0,55672390000.0,32039460000.0,27156152000.0
