,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Intangible Assets,255600000.0,124173000.0,84944000.0,136322000.0
Total Liab,755231400000.0,632876878000.0,552922076000.0,449019922000.0
Total Stockholder Equity,125498800000.0,78939378000.0,71951517000.0,63764743000.0
Minority Interest,1231400000.0,1185664000.0,1003000000.0,1003000000.0
Other Current Liab,30694900000.0,5760293000.0,7260602000.0,6445932000.0
Total Assets,892305600000.0,725135920000.0,638010593000.0,527421665000.0
Common Stock,19956800000.0,17557220000.0,17533986000.0,17202859000.0
Other Current Assets,16201200000.0,3128179000.0,2541783000.0,3286069000.0
Other Liab,7069600000.0,9982735000.0,9308904000.0,8708437000.0
Good Will,6389100000.0,6389106000.0,6389106000.0,6389106000.0
Treasury Stock,105542000000.0,8762148000.0,10588126000.0,8928020000.0
Other Assets,21080300000.0,17166857000.0,13127816000.0,9539818000.0
Cash,10633100000.0,5943828000.0,4015343000.0,8623295000.0
Total Current Liabilities,237729400000.0,190590681000.0,173301898000.0,146302345000.0
Deferred Long Term Asset Charges,9863300000.0,7426265000.0,4009874000.0,2897883000.0
Short Long Term Debt,715770500000.0,600785392000.0,521730077000.0,424942093000.0
Other Stockholder Equity,105542000000.0,8762148000.0,10588126000.0,8928020000.0
Property Plant Equipment,5055700000.0,5863938000.0,6668096000.0,7048382000.0
Total Current Assets,811091600000.0,635476535000.0,576107895000.0,477815875000.0
Long Term Investments,48433300000.0,60115311000.0,35632736000.0,26492162000.0
Net Tangible Assets,118854100000.0,72426099000.0,65477467000.0,57239315000.0
Net Receivables,784257300000.0,626404528000.0,569550769000.0,465906511000.0
Long Term Debt,510432400000.0,432303462000.0,370311274000.0,294009140000.0
Accounts Payable,1696400000.0,726362000.0,687097000.0,722249000.0
Capital Surplus,,16424635000.0,16408812000.0,14603021000.0
Deferred Long Term Liab,,1027000.0,,557588000.0
Retained Earnings,,36195375000.0,27420593000.0,23030843000.0
