,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,71600000.0,100000000.0,107700000.0,76500000.0
Capital Surplus,39537400000.0,39537400000.0,39537400000.0,39537400000.0
Total Liab,6939168300000.0,6283552300000.0,5653844500000.0,4672617300000.0
Total Stockholder Equity,607674800000.0,493998000000.0,471212500000.0,398345300000.0
Minority Interest,210227700000.0,167655700000.0,163630200000.0,154352200000.0
Deferred Long Term Liab,615000000.0,621300000.0,543000000.0,463500000.0
Other Current Liab,1511400000.0,771400000.0,139500000.0,1374400000.0
Total Assets,7757070800000.0,6945206000000.0,6288687200000.0,5225314800000.0
Common Stock,26400800000.0,26400800000.0,26400800000.0,26400800000.0
Other Current Assets,19889900000.0,14396500000.0,150648500000.0,9201600000.0
Retained Earnings,689401000000.0,591876800000.0,527050200000.0,447909800000.0
Other Liab,321528700000.0,294371900000.0,248116100000.0,248684000000.0
Treasury Stock,-147664400000.0,-163817000000.0,-121775900000.0,-115502700000.0
Other Assets,66602900000.0,51721100000.0,66472100000.0,76128800000.0
Cash,57843600000.0,23054000000.0,14486800000.0,22942700000.0
Total Current Liabilities,151224700000.0,99931000000.0,193255400000.0,113373800000.0
Deferred Long Term Asset Charges,64610300000.0,50053100000.0,63697400000.0,73935500000.0
Other Stockholder Equity,-147664400000.0,-163817000000.0,-121775900000.0,-115502700000.0
Property Plant Equipment,6705900000.0,5164800000.0,3833900000.0,2824700000.0
Total Current Assets,7647493600000.0,6842093900000.0,6169561500000.0,5087626300000.0
Long Term Investments,36196800000.0,46126200000.0,48712000000.0,58658500000.0
Net Tangible Assets,607603200000.0,493898000000.0,471104800000.0,398268800000.0
Net Receivables,7534133400000.0,6752820700000.0,5980720600000.0,5046287300000.0
Long Term Debt,6466335800000.0,5889135500000.0,5212471900000.0,4310558400000.0
Accounts Payable,704300000.0,532200000.0,749100000.0,667000000.0
