,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,39860000000.0,38360000000.0,36140000000.0,9520000000.0
Capital Surplus,45940000000.0,45940000000.0,46070000000.0,46070000000.0
Total Liab,458510000000.0,474890000000.0,449970000000.0,138550000000.0
Total Stockholder Equity,208870000000.0,192820000000.0,147150000000.0,91690000000.0
Minority Interest,36930000000.0,33120000000.0,34540000000.0,190000000.0
Deferred Long Term Liab,71610000000.0,80200000000.0,79070000000.0,4080000000.0
Other Current Liab,32450000000.0,31940000000.0,17220000000.0,8410000000.0
Total Assets,704310000000.0,700830000000.0,631660000000.0,230430000000.0
Common Stock,1530000000.0,1530000000.0,1020000000.0,1020000000.0
Other Current Assets,11010000000.0,10940000000.0,6610000000.0,3010000000.0
Retained Earnings,182100000000.0,159190000000.0,141960000000.0,77750000000.0
Other Liab,34980000000.0,28460000000.0,23530000000.0,3400000000.0
Good Will,176890000000.0,182410000000.0,166270000000.0,4320000000.0
Treasury Stock,-20700000000.0,-13840000000.0,-41900000000.0,-33150000000.0
Other Assets,100550000000.0,109010000000.0,94410000000.0,16020000000.0
Cash,47970000000.0,67240000000.0,28260000000.0,28590000000.0
Total Current Liabilities,196270000000.0,166860000000.0,162610000000.0,76420000000.0
Deferred Long Term Asset Charges,16660000000.0,16550000000.0,7310000000.0,5290000000.0
Short Long Term Debt,1080000000.0,330000000.0,2750000000.0,1310000000.0
Other Stockholder Equity,-20700000000.0,-13840000000.0,-41900000000.0,-33150000000.0
Property Plant Equipment,80460000000.0,72970000000.0,58560000000.0,39640000000.0
Total Current Assets,300700000000.0,292410000000.0,267220000000.0,150240000000.0
Long Term Investments,5850000000.0,5670000000.0,9060000000.0,10690000000.0
Net Tangible Assets,-7880000000.0,-27950000000.0,-55260000000.0,77850000000.0
Short Term Investments,330000000.0,680000000.0,1360000000.0,380000000.0
Net Receivables,146800000000.0,135050000000.0,139640000000.0,72880000000.0
Long Term Debt,221410000000.0,273640000000.0,263530000000.0,58730000000.0
Inventory,94220000000.0,78500000000.0,91330000000.0,45380000000.0
Accounts Payable,125250000000.0,102330000000.0,98470000000.0,56750000000.0
