,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,214000000.0,759000000.0,1180000000.0,1520000000.0
Capital Surplus,399000000.0,299000000.0,133000000.0,8000000.0
Total Liab,20424000000.0,19998000000.0,8729000000.0,9947000000.0
Total Stockholder Equity,43190000000.0,31568000000.0,33061000000.0,27418000000.0
Other Current Liab,4803000000.0,3736000000.0,1896000000.0,1706000000.0
Total Assets,63614000000.0,51566000000.0,41790000000.0,37365000000.0
Common Stock,1647000000.0,1646000000.0,1642000000.0,1639000000.0
Other Current Assets,1444000000.0,3071000000.0,789000000.0,753000000.0
Retained Earnings,40272000000.0,32046000000.0,31527000000.0,26108000000.0
Other Liab,6000000.0,1798000000.0,174000000.0,85000000.0
Good Will,4732000000.0,4732000000.0,4732000000.0,4539000000.0
Treasury Stock,872000000.0,-2423000000.0,-241000000.0,-337000000.0
Other Assets,3717000000.0,3985000000.0,2952000000.0,2616000000.0
Cash,7597000000.0,3909000000.0,2562000000.0,3289000000.0
Total Current Liabilities,15926000000.0,13236000000.0,8550000000.0,9853000000.0
Deferred Long Term Asset Charges,351000000.0,1835000000.0,388000000.0,318000000.0
Other Stockholder Equity,872000000.0,-2423000000.0,-241000000.0,-337000000.0
Property Plant Equipment,8036000000.0,8737000000.0,4054000000.0,3601000000.0
Total Current Assets,45754000000.0,32549000000.0,27672000000.0,25031000000.0
Long Term Investments,1161000000.0,804000000.0,1200000000.0,58000000.0
Net Tangible Assets,38244000000.0,26077000000.0,27149000000.0,21359000000.0
Short Term Investments,19307000000.0,6944000000.0,6836000000.0,7206000000.0
Net Receivables,16336000000.0,17638000000.0,16504000000.0,12971000000.0
Accounts Payable,2676000000.0,2554000000.0,2131000000.0,451000000.0
Short Long Term Debt,,5000000.0,5000000.0,5000000.0
Long Term Debt,,,5000000.0,9000000.0
