,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,227400000.0,224000000.0,232100000.0,217200000.0
Capital Surplus,1701300000.0,1504100000.0,1320100000.0,1260800000.0
Total Liab,37450700000.0,58310700000.0,72155300000.0,69521000000.0
Total Stockholder Equity,51505900000.0,43177000000.0,33583900000.0,28962700000.0
Other Current Liab,3223900000.0,3458700000.0,3289700000.0,6721900000.0
Total Assets,88956600000.0,101487700000.0,105739200000.0,98483700000.0
Common Stock,293400000.0,293000000.0,292500000.0,292400000.0
Other Current Assets,5519800000.0,5366200000.0,7043000000.0,8304100000.0
Retained Earnings,50803900000.0,42864000000.0,33424000000.0,28513800000.0
Other Liab,813100000.0,891400000.0,1370200000.0,1508000000.0
Good Will,3200000.0,3200000.0,3200000.0,3200000.0
Treasury Stock,-1292700000.0,-1484100000.0,-1452700000.0,-1104300000.0
Other Assets,553400000.0,459400000.0,1200200000.0,898000000.0
Cash,6921000000.0,505400000.0,1321300000.0,4465200000.0
Total Current Liabilities,33018500000.0,53665100000.0,70785100000.0,68013000000.0
Other Stockholder Equity,-1292700000.0,-1484100000.0,-1452700000.0,-1104300000.0
Property Plant Equipment,20821600000.0,20749900000.0,14767900000.0,13534000000.0
Total Current Assets,65213100000.0,77937900000.0,87529000000.0,81618600000.0
Long Term Investments,2137900000.0,2113300000.0,2006800000.0,2212700000.0
Net Tangible Assets,51275300000.0,42949800000.0,33348600000.0,28742300000.0
Short Term Investments,365800000.0,,,
Net Receivables,26763500000.0,45095000000.0,46749400000.0,46223000000.0
Inventory,26008800000.0,26971300000.0,32413900000.0,22624900000.0
Accounts Payable,29221600000.0,33481100000.0,37624700000.0,33786100000.0
