,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Capital Surplus,791154705000.0,791154705000.0,791154705000.0,791242151000.0
Total Liab,45604310699000.0,39384883981000.0,36479315443000.0,33815073738000.0
Total Stockholder Equity,2755615600000.0,2510601242000.0,2344956605000.0,2303219456000.0
Minority Interest,96259166000.0,79438220000.0,60369913000.0,46152451000.0
Other Current Liab,177794429000.0,269855344000.0,456498304000.0,674016503000.0
Total Assets,48456185465000.0,41974923443000.0,38884641961000.0,36164445645000.0
Common Stock,8924612000.0,8924612000.0,8924612000.0,8924588000.0
Other Current Assets,4331069820000.0,3742214614000.0,3502108749000.0,2763479038000.0
Retained Earnings,1432030913000.0,1220024967000.0,1124211207000.0,1095001122000.0
Other Liab,3780627301000.0,2888151874000.0,2336842870000.0,2067967279000.0
Good Will,15499941000.0,15499882000.0,17340701000.0,17340701000.0
Treasury Stock,523505370000.0,490496958000.0,420666081000.0,408051595000.0
Other Assets,26177842757000.0,24456621516000.0,23092289165000.0,20529964623000.0
Cash,1578997441000.0,1076817524000.0,672938074000.0,603156790000.0
Total Current Liabilities,37484625617000.0,33166569804000.0,30004424063000.0,28055884371000.0
Deferred Long Term Asset Charges,72448047000.0,35001946000.0,109831907000.0,118377033000.0
Other Stockholder Equity,523505370000.0,490496958000.0,420666081000.0,408051595000.0
Property Plant Equipment,401667882000.0,400781681000.0,407030526000.0,412257926000.0
Total Current Assets,5910172221000.0,4819177587000.0,4175283407000.0,3366939976000.0
Long Term Investments,15951002664000.0,12282842777000.0,11192698162000.0,11837942419000.0
Net Tangible Assets,2740115659000.0,2495101360000.0,2327615904000.0,2285878755000.0
Long Term Debt,4337962081000.0,3329006703000.0,4137476610000.0,3690793388000.0
Inventory,104960000.0,145449000.0,236584000.0,304148000.0
Accounts Payable,37153312417000.0,32741606254000.0,29405410611000.0,27221782821000.0
