,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,2200000.0,2000000.0,10500000.0,23900000.0
Total Liab,72831300000.0,77459800000.0,50187600000.0,59332400000.0
Total Stockholder Equity,118069000000.0,111209200000.0,102305800000.0,98112900000.0
Other Current Liab,5753700000.0,2940200000.0,1561900000.0,1067700000.0
Total Assets,190900300000.0,188669000000.0,152493400000.0,157445300000.0
Common Stock,15000000000.0,15000000000.0,15000000000.0,15000000000.0
Other Current Assets,362600000.0,329500000.0,492800000.0,527600000.0
Other Liab,18640500000.0,19189600000.0,24332000000.0,23396100000.0
Treasury Stock,103069000000.0,-61600000.0,1466700000.0,1937000000.0
Other Assets,2632300000.0,2428800000.0,1433600000.0,1239300000.0
Cash,43423400000.0,9760200000.0,2265800000.0,7043000000.0
Total Current Liabilities,20744300000.0,24236100000.0,24843600000.0,28602200000.0
Short Long Term Debt,3961800000.0,368100000.0,6322000000.0,7196400000.0
Other Stockholder Equity,103069000000.0,-61600000.0,1466700000.0,1937000000.0
Property Plant Equipment,103384000000.0,111926700000.0,80122400000.0,82475000000.0
Total Current Assets,81618900000.0,70488200000.0,59618000000.0,70177800000.0
Long Term Investments,3262900000.0,3823300000.0,11308900000.0,3529300000.0
Net Tangible Assets,118066800000.0,111207200000.0,102295300000.0,98089000000.0
Short Term Investments,15715800000.0,34408000000.0,27220000000.0,1510000000.0
Net Receivables,18745300000.0,19183600000.0,15594900000.0,16523100000.0
Long Term Debt,230000000.0,643900000.0,1012000000.0,7334100000.0
Inventory,3371800000.0,4808900000.0,5694400000.0,4911000000.0
Accounts Payable,10354500000.0,11660700000.0,12952400000.0,15699000000.0
Retained Earnings,,96270800000.0,85839100000.0,81175900000.0
