,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,2751100000.0,2373500000.0,1930400000.0,1514800000.0
Total Liab,1090689100000.0,998736200000.0,990221700000.0,841203400000.0
Total Stockholder Equity,137425800000.0,125757900000.0,95123500000.0,85378400000.0
Minority Interest,14848400000.0,13195900000.0,11574300000.0,10560100000.0
Other Current Liab,367000000.0,479600000.0,847400000.0,508600000.0
Total Assets,1242963300000.0,1137690000000.0,1096919500000.0,937141900000.0
Common Stock,24152800000.0,24137600000.0,22014000000.0,22010400000.0
Other Current Assets,279691900000.0,233579600000.0,256960700000.0,251065800000.0
Other Liab,552346200000.0,428683000000.0,414769100000.0,377254200000.0
Good Will,5700400000.0,5700400000.0,5800300000.0,5800300000.0
Treasury Stock,113273000000.0,2714200000.0,2229100000.0,1669600000.0
Other Assets,6964400000.0,14123700000.0,11935400000.0,11018500000.0
Cash,28074100000.0,28251900000.0,7389100000.0,8459900000.0
Total Current Liabilities,7905600000.0,186046600000.0,220596400000.0,223727600000.0
Deferred Long Term Asset Charges,3096000000.0,2715800000.0,2220300000.0,1583000000.0
Other Stockholder Equity,113273000000.0,2714200000.0,2229100000.0,1669600000.0
Property Plant Equipment,4433600000.0,4318900000.0,1370100000.0,1386300000.0
Total Current Assets,912938800000.0,994575700000.0,989587200000.0,852604300000.0
Long Term Investments,310175000000.0,116597800000.0,86296100000.0,64817700000.0
Net Tangible Assets,128974300000.0,117684000000.0,87392800000.0,78063300000.0
Net Receivables,604935100000.0,592842500000.0,623687400000.0,509316500000.0
Long Term Debt,526749800000.0,381532100000.0,354855900000.0,240210000000.0
Accounts Payable,7201500000.0,5145400000.0,5234800000.0,4502600000.0
Capital Surplus,,60593900000.0,41442800000.0,41422000000.0
Deferred Long Term Liab,,65300000.0,205200000.0,251800000.0
Retained Earnings,,38312200000.0,29437600000.0,20276400000.0
Short Long Term Debt,,116379100000.0,79995600000.0,44672000000.0
