,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,595080000.0,450700000.0,205740000.0,198180000.0
Capital Surplus,927950000.0,927950000.0,927620000.0,926730000.0
Total Liab,3853150000.0,3202790000.0,1395210000.0,1239110000.0
Total Stockholder Equity,12450590000.0,10328080000.0,9454960000.0,7878480000.0
Minority Interest,309560000.0,212190000.0,54830000.0,37890000.0
Other Current Liab,670720000.0,516940000.0,408290000.0,346150000.0
Total Assets,16613300000.0,13743060000.0,10905000000.0,9155480000.0
Common Stock,833450000.0,833450000.0,833420000.0,833330000.0
Other Current Assets,191970000.0,221160000.0,329220000.0,836130000.0
Retained Earnings,10520360000.0,8507060000.0,7720330000.0,6260430000.0
Other Liab,7550000.0,,12170000.0,79530000.0
Good Will,853600000.0,772260000.0,279740000.0,279170000.0
Treasury Stock,168830000.0,59620000.0,-26410000.0,-142010000.0
Other Assets,592860000.0,572620000.0,647660000.0,754450000.0
Cash,2442980000.0,1967200000.0,1293870000.0,658480000.0
Total Current Liabilities,2742850000.0,2273070000.0,1383040000.0,1159580000.0
Deferred Long Term Asset Charges,280230000.0,228500000.0,214620000.0,169180000.0
Other Stockholder Equity,368860000.0,300850000.0,251240000.0,150420000.0
Property Plant Equipment,3120060000.0,3021020000.0,1635550000.0,1693520000.0
Total Current Assets,11451700000.0,8926460000.0,8136310000.0,6230160000.0
Net Tangible Assets,11001910000.0,9105120000.0,8969480000.0,7401130000.0
Short Term Investments,6804240000.0,3707490000.0,3594570000.0,2445530000.0
Net Receivables,912210000.0,725550000.0,711610000.0,508440000.0
Long Term Debt,1190000.0,,,
Inventory,425580000.0,569600000.0,285350000.0,273350000.0
Accounts Payable,1441280000.0,1177350000.0,798000000.0,654510000.0
