,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,2637600000.0,3877100000.0,4117800000.0,4197600000.0
Total Liab,8877600000.0,7787000000.0,6668100000.0,5815600000.0
Total Stockholder Equity,70537100000.0,57241100000.0,55264900000.0,46883900000.0
Minority Interest,49600000.0,47500000.0,44200000.0,40100000.0
Other Current Liab,5541600000.0,586500000.0,840500000.0,1623800000.0
Total Assets,79464300000.0,65075600000.0,61977200000.0,52739600000.0
Common Stock,1970400000.0,1970400000.0,1970400000.0,1970400000.0
Other Current Assets,380600000.0,576000000.0,618600000.0,558400000.0
Other Liab,598200000.0,969900000.0,1176600000.0,898500000.0
Good Will,48000000.0,48000000.0,48000000.0,48000000.0
Treasury Stock,68566700000.0,,,
Other Assets,5147400000.0,3106700000.0,3318200000.0,3516600000.0
Cash,10718400000.0,4058000000.0,3789000000.0,2635900000.0
Total Current Liabilities,8279400000.0,6110200000.0,5491500000.0,4917100000.0
Deferred Long Term Asset Charges,3387500000.0,9900000.0,10900000.0,7200000.0
Other Stockholder Equity,68566700000.0,,,
Property Plant Equipment,8155000000.0,8109000000.0,6975500000.0,7659900000.0
Total Current Assets,52080700000.0,42743700000.0,40447300000.0,30995500000.0
Long Term Investments,11395600000.0,7191100000.0,7070400000.0,6322000000.0
Net Tangible Assets,67851500000.0,53316000000.0,51099100000.0,42638300000.0
Short Term Investments,26642300000.0,2700800000.0,1863800000.0,851900000.0
Net Receivables,14339400000.0,15482600000.0,12993800000.0,11628300000.0
Accounts Payable,2737800000.0,3166500000.0,2294000000.0,819200000.0
Capital Surplus,,4718200000.0,4718200000.0,4718200000.0
Retained Earnings,,50552500000.0,48576300000.0,40195300000.0
Inventory,,,2400000.0,2500000.0
