,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,7021100000.0,5243300000.0,-2848300000.0,2952100000.0
Change To Liabilities,3546100000.0,417000000.0,307000000.0,1297100000.0
Total Cashflows From Investing Activities,-16878900000.0,1029400000.0,-5131400000.0,392600000.0
Net Borrowings,-171300000.0,-12200000.0,-91500000.0,-4300000.0
Total Cash From Financing Activities,-762400000.0,-8492100000.0,-3605600000.0,-7897500000.0
Change To Operating Activities,1267200000.0,524000000.0,527800000.0,-950500000.0
Issuance Of Stock,100000.0,100000.0,100000.0,100000.0
Net Income,11312100000.0,11164200000.0,9249100000.0,9623500000.0
Change In Cash,-3720000000.0,5332800000.0,-289200000.0,459400000.0
Total Cash From Operating Activities,13921300000.0,12795500000.0,8447800000.0,7964300000.0
Depreciation,1960500000.0,1650500000.0,1210400000.0,1150100000.0
Other Cashflows From Investing Activities,188600000.0,225400000.0,254400000.0,164500000.0
Dividends Paid,-6900000.0,-8253600000.0,-3038200000.0,-2434300000.0
Change To Inventory,-2787000000.0,200000.0,-1355600000.0,-637300000.0
Change To Account Receivables,-1758800000.0,-375800000.0,-1270200000.0,-1483000000.0
Other Cashflows From Financing Activities,-584300000.0,-226400000.0,-476000000.0,-459000000.0
Change To Netincome,335100000.0,-633300000.0,-278500000.0,-1084300000.0
Capital Expenditures,-3537600000.0,-4671300000.0,-2625200000.0,-1768300000.0
Repurchase Of Stock,,,,-5000000000.0
