,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-2716400000.0,934600000.0,4835200000.0,5569800000.0
Total Cashflows From Investing Activities,4424400000.0,-3906800000.0,1437100000.0,-3205300000.0
Net Borrowings,-336600000.0,50300000.0,-6014300000.0,83100000.0
Total Cash From Financing Activities,-1522500000.0,-1467200000.0,-7936900000.0,-1709900000.0
Change To Operating Activities,55400000.0,8172300000.0,1966400000.0,-1956300000.0
Net Income,2192200000.0,3034000000.0,5108900000.0,4199500000.0
Change In Cash,6090400000.0,1225100000.0,-167900000.0,3022700000.0
Effect Of Exchange Rate,6300000.0,-2000000.0,12700000.0,21300000.0
Total Cash From Operating Activities,3182200000.0,6604100000.0,6319200000.0,7916600000.0
Depreciation,1188400000.0,886800000.0,927600000.0,1012300000.0
Other Cashflows From Investing Activities,4114900000.0,-2693000000.0,631900000.0,1102700000.0
Dividends Paid,-1017200000.0,-1017200000.0,-932400000.0,-847600000.0
Change To Inventory,-535300000.0,-810400000.0,-1977900000.0,-2133000000.0
Change To Account Receivables,3066800000.0,-5450900000.0,-6464600000.0,922400000.0
Other Cashflows From Financing Activities,-168700000.0,-500300000.0,-990200000.0,-945400000.0
Change To Netincome,-84100000.0,-179500000.0,1923600000.0,301900000.0
Capital Expenditures,-1213800000.0,-1374100000.0,-2436800000.0,-1858400000.0
Investments,,900000.0,2826700000.0,-2461500000.0
