,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-39997000000.0,20420000000.0,-13818000000.0,-16515000000.0
Change To Liabilities,-4936000000.0,22713000000.0,5616000000.0,2610000000.0
Total Cashflows From Investing Activities,-54501000000.0,10286000000.0,-21164000000.0,-33597000000.0
Net Borrowings,-11743000000.0,-444000000.0,-4504000000.0,7486000000.0
Total Cash From Financing Activities,-29869000000.0,-44655000000.0,-22512000000.0,-2694000000.0
Change To Operating Activities,5076000000.0,-13593000000.0,-13593000000.0,-13593000000.0
Issuance Of Stock,569000000.0,468000000.0,359000000.0,251000000.0
Net Income,44280000000.0,40330000000.0,42976000000.0,37998000000.0
Change In Cash,-3263000000.0,9740000000.0,766000000.0,-352000000.0
Effect Of Exchange Rate,169000000.0,528000000.0,122000000.0,404000000.0
Total Cash From Operating Activities,80938000000.0,43581000000.0,44320000000.0,35535000000.0
Depreciation,13561000000.0,13324000000.0,9972000000.0,9622000000.0
Other Cashflows From Investing Activities,2561000000.0,2837000000.0,1797000000.0,1883000000.0
Dividends Paid,-17594000000.0,-24917000000.0,-14907000000.0,-9438000000.0
Change To Account Receivables,15495000000.0,-14338000000.0,-16190000000.0,-10442000000.0
Other Cashflows From Financing Activities,-1101000000.0,-1883000000.0,-1354000000.0,-993000000.0
Change To Netincome,6446000000.0,-5989000000.0,626000000.0,-5481000000.0
Capital Expenditures,-6660000000.0,-8446000000.0,-8046000000.0,-10166000000.0
Repurchase Of Stock,,-17879000000.0,-2106000000.0,-2106000000.0
