,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-4992600000.0,-989900000.0,-402800000.0,-437600000.0
Change To Liabilities,482400000.0,-181400000.0,-608900000.0,844300000.0
Total Cashflows From Investing Activities,-7705000000.0,-4609900000.0,7910100000.0,-9876500000.0
Net Borrowings,794200000.0,56800000.0,-9540300000.0,8005300000.0
Total Cash From Financing Activities,386100000.0,-1020400000.0,-10771400000.0,7788400000.0
Change To Operating Activities,835500000.0,261000000.0,296200000.0,69200000.0
Net Income,4628200000.0,4363200000.0,2287000000.0,1619700000.0
Change In Cash,-783900000.0,-706300000.0,699700000.0,680500000.0
Total Cash From Operating Activities,6535000000.0,4924000000.0,3561000000.0,2768600000.0
Depreciation,592900000.0,486500000.0,657000000.0,595500000.0
Other Cashflows From Investing Activities,3351000000.0,795400000.0,10719800000.0,-8038200000.0
Change To Inventory,-107100000.0,26600000.0,-18000000.0,-34700000.0
Change To Account Receivables,-430100000.0,139600000.0,439200000.0,-875800000.0
Other Cashflows From Financing Activities,-408100000.0,-527300000.0,-1231100000.0,-216900000.0
Change To Netincome,497700000.0,-195200000.0,459400000.0,585600000.0
Capital Expenditures,-6064300000.0,-4418900000.0,-2406900000.0,-1400700000.0
Dividends Paid,,-549900000.0,-549900000.0,-549900000.0
