,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-8613000000.0,-350000000.0,-3541000000.0,-261000000.0
Change To Liabilities,2175000000.0,1023000000.0,941000000.0,543000000.0
Total Cashflows From Investing Activities,-10054000000.0,-2222000000.0,-5093000000.0,-1960000000.0
Net Borrowings,-975000000.0,-1060000000.0,2000000.0,-317000000.0
Total Cash From Financing Activities,-3627000000.0,-4060000000.0,-2454000000.0,-1323000000.0
Issuance Of Stock,1000000.0,1000000.0,3000000.0,2000000.0
Net Income,6633000000.0,8186000000.0,7656000000.0,5060000000.0
Change In Cash,-408000000.0,99000000.0,515000000.0,809000000.0
Total Cash From Operating Activities,13273000000.0,6381000000.0,8062000000.0,4092000000.0
Depreciation,2043000000.0,1829000000.0,1042000000.0,888000000.0
Other Cashflows From Investing Activities,40000000.0,75000000.0,180000000.0,78000000.0
Dividends Paid,-2198000000.0,-2186000000.0,-2024000000.0,-817000000.0
Change To Account Receivables,2070000000.0,-5310000000.0,-1877000000.0,-2288000000.0
Other Cashflows From Financing Activities,-455000000.0,-815000000.0,-435000000.0,-191000000.0
Change To Netincome,212000000.0,653000000.0,300000000.0,-111000000.0
Capital Expenditures,-771000000.0,-1527000000.0,-901000000.0,-866000000.0
