,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-4260000000.0,250000000.0,-2600000000.0,1090000000.0
Change To Liabilities,1840000000.0,100000000.0,1210000000.0,1250000000.0
Total Cashflows From Investing Activities,-9380000000.0,-390000000.0,-3340000000.0,550000000.0
Net Borrowings,-310000000.0,-530000000.0,110000000.0,700000000.0
Total Cash From Financing Activities,-11190000000.0,-11470000000.0,-6980000000.0,-5670000000.0
Change To Operating Activities,1480000000.0,120000000.0,-230000000.0,-1240000000.0
Issuance Of Stock,60000000.0,60000000.0,60000000.0,60000000.0
Net Income,11720000000.0,10210000000.0,11140000000.0,8140000000.0
Change In Cash,160000000.0,450000000.0,-30000000.0,80000000.0
Effect Of Exchange Rate,50000000.0,170000000.0,-330000000.0,40000000.0
Total Cash From Operating Activities,20680000000.0,12140000000.0,10620000000.0,5160000000.0
Depreciation,1360000000.0,1350000000.0,1280000000.0,830000000.0
Other Cashflows From Investing Activities,-2430000000.0,1160000000.0,690000000.0,740000000.0
Dividends Paid,-10290000000.0,-10260000000.0,-5890000000.0,-5490000000.0
Change To Inventory,2510000000.0,310000000.0,1000000000.0,-2570000000.0
Change To Account Receivables,1470000000.0,-220000000.0,-1770000000.0,-930000000.0
Other Cashflows From Financing Activities,-650000000.0,-680000000.0,-1200000000.0,-880000000.0
Change To Netincome,270000000.0,240000000.0,-2040000000.0,-350000000.0
Capital Expenditures,-1420000000.0,-1880000000.0,-1620000000.0,-1270000000.0
