,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-3311200000.0,-4161550000.0,-6379371000.0,-2195480000.0
Net Borrowings,-94307400000.0,126247971000.0,90320442000.0,158353838000.0
Total Cash From Financing Activities,497473200000.0,200448950000.0,518183808000.0,405720587000.0
Change To Operating Activities,-204722500000.0,-296674307000.0,-559058391000.0,-508323518000.0
Issuance Of Stock,53349500000.0,606009000.0,1005425000.0,1019650000.0
Net Income,29301000000.0,44581806000.0,33007532000.0,36061208000.0
Change In Cash,405558000000.0,12707052000.0,15675233000.0,-54123768000.0
Effect Of Exchange Rate,69900000.0,209816000.0,47609000.0,25047000.0
Total Cash From Operating Activities,-88673900000.0,-202195518000.0,-496176813000.0,-457673922000.0
Depreciation,3276500000.0,2273449000.0,1735818000.0,1584034000.0
Other Cashflows From Financing Activities,538431100000.0,79860152000.0,432287326000.0,250669515000.0
Change To Netincome,83471100000.0,46987534000.0,27585528000.0,12471954000.0
Capital Expenditures,-3411900000.0,-4204701000.0,-6434644000.0,-2357927000.0
Dividends Paid,,-6265182000.0,-5429385000.0,-4322416000.0
