,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,949600000.0,-6793400000.0,1400700000.0,854800000.0
Change To Liabilities,-108100000.0,263200000.0,493600000.0,428200000.0
Total Cashflows From Investing Activities,156500000.0,-8155700000.0,-370400000.0,-40300000.0
Net Borrowings,-872400000.0,-1773200000.0,1060600000.0,1000300000.0
Total Cash From Financing Activities,-3719200000.0,4519400000.0,374700000.0,-743100000.0
Change To Operating Activities,-234900000.0,-148800000.0,-208500000.0,-133300000.0
Net Income,-1461700000.0,1228500000.0,969600000.0,869700000.0
Change In Cash,196300000.0,45400000.0,214200000.0,-14700000.0
Total Cash From Operating Activities,3738400000.0,3611600000.0,209800000.0,768600000.0
Depreciation,2532500000.0,2430800000.0,479300000.0,427600000.0
Other Cashflows From Investing Activities,256600000.0,337500000.0,181900000.0,173000000.0
Dividends Paid,-355400000.0,-431300000.0,-459200000.0,-334900000.0
Change To Inventory,1794200000.0,-889600000.0,-1522500000.0,-394100000.0
Change To Account Receivables,-388600000.0,-198900000.0,-114900000.0,-543800000.0
Other Cashflows From Financing Activities,-2491400000.0,-2600300000.0,-226700000.0,-384700000.0
Change To Netincome,1547300000.0,875400000.0,35000000.0,29100000.0
Capital Expenditures,-1133600000.0,-1559100000.0,-2025600000.0,-1074100000.0
Issuance Of Stock,,10324200000.0,10324200000.0,10324200000.0
Repurchase Of Stock,,-1000000000.0,-1000000000.0,-1023800000.0
Effect Of Exchange Rate,,-100000.0,100000.0,100000.0
