,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,1005179000.0,-421247000.0,89181000.0,-766079000.0
Total Cashflows From Investing Activities,-141865000.0,27041000.0,-5534125000.0,251023000.0
Net Borrowings,-250370000.0,-246458000.0,37201000.0,-310000.0
Total Cash From Financing Activities,-250370000.0,-246458000.0,32449000.0,-20602000.0
Change To Operating Activities,184036000.0,-603120000.0,-77847000.0,-511326000.0
Net Income,1623765000.0,3221692000.0,3661799000.0,3333508000.0
Change In Cash,2818513000.0,2231050000.0,-2971859000.0,592375000.0
Total Cash From Operating Activities,3210748000.0,2450467000.0,2529817000.0,361954000.0
Depreciation,616823000.0,590912000.0,434364000.0,435060000.0
Other Cashflows From Investing Activities,249333000.0,238450000.0,724527000.0,426353000.0
Change To Inventory,-178908000.0,-273929000.0,-437886000.0,-107330000.0
Change To Account Receivables,403503000.0,378311000.0,-285497000.0,-1351511000.0
Change To Netincome,-445286000.0,-444565000.0,-857496000.0,-670368000.0
Capital Expenditures,-415166000.0,-212298000.0,-419272000.0,-187106000.0
Other Cashflows From Financing Activities,,,-4752000.0,-20292000.0
