,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,974400000.0,703500000.0,-1700000000.0,2300000.0
Change To Liabilities,1028700000.0,168500000.0,618300000.0,-202000000.0
Total Cashflows From Investing Activities,-6102700000.0,-4666000000.0,-6121400000.0,-4295700000.0
Net Borrowings,-11150400000.0,-2321900000.0,-1139100000.0,-248300000.0
Total Cash From Financing Activities,-13176700000.0,-5023700000.0,-3494200000.0,-2733200000.0
Change To Operating Activities,1239100000.0,9100000.0,416200000.0,565400000.0
Net Income,12777200000.0,11988200000.0,4184500000.0,2924400000.0
Change In Cash,-2727800000.0,4510200000.0,27300000.0,817800000.0
Total Cash From Operating Activities,16551600000.0,14199900000.0,9642900000.0,7846700000.0
Depreciation,3408400000.0,3102100000.0,2785400000.0,2619900000.0
Other Cashflows From Investing Activities,434500000.0,585200000.0,882800000.0,253600000.0
Dividends Paid,-863300000.0,-692400000.0,-554600000.0,-415300000.0
Change To Inventory,-59500000.0,231500000.0,-126300000.0,-151300000.0
Change To Account Receivables,-2745500000.0,-15700000.0,-1196900000.0,-442500000.0
Other Cashflows From Financing Activities,-1163000000.0,-2009400000.0,-1800500000.0,-2069600000.0
Change To Netincome,903200000.0,-1361500000.0,2867000000.0,2434500000.0
Capital Expenditures,-7513200000.0,-5955500000.0,-5375900000.0,-4554800000.0
