,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-14611000000.0,-4604000000.0,-4512000000.0,-3016000000.0
Change To Liabilities,4875000000.0,3604000000.0,2366000000.0,1993000000.0
Total Cashflows From Investing Activities,-16560000000.0,-6520000000.0,-7438000000.0,-4606000000.0
Net Borrowings,-1508000000.0,-1077000000.0,-1077000000.0,-1077000000.0
Total Cash From Financing Activities,-5088000000.0,-8900000000.0,-5943000000.0,-4076000000.0
Change To Operating Activities,-1968000000.0,-2786000000.0,-3985000000.0,-230000000.0
Issuance Of Stock,1000000.0,1000000.0,3000000.0,3000000.0
Net Income,19361000000.0,15201000000.0,15159000000.0,11120000000.0
Change In Cash,2342000000.0,1102000000.0,517000000.0,-162000000.0
Effect Of Exchange Rate,-6000000.0,87000000.0,-53000000.0,82000000.0
Total Cash From Operating Activities,23996000000.0,16435000000.0,13951000000.0,8438000000.0
Depreciation,2778000000.0,2220000000.0,918000000.0,830000000.0
Other Cashflows From Investing Activities,1142000000.0,1101000000.0,762000000.0,539000000.0
Dividends Paid,-5319000000.0,-4864000000.0,-4499000000.0,-3034000000.0
Change To Account Receivables,-203000000.0,-3131000000.0,-1442000000.0,-5523000000.0
Other Cashflows From Financing Activities,1738000000.0,-2959000000.0,-1447000000.0,-1045000000.0
Change To Netincome,-1394000000.0,817000000.0,381000000.0,-485000000.0
Capital Expenditures,-2719000000.0,-2465000000.0,-1566000000.0,-1019000000.0
