,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-72600000.0,-543800000.0,4000000.0,-49400000.0
Total Cashflows From Investing Activities,-290300000.0,-646800000.0,-767600000.0,136900000.0
Net Borrowings,-73500000.0,-73500000.0,-73500000.0,-73500000.0
Total Cash From Financing Activities,-1054200000.0,-1647200000.0,-392300000.0,-6841000000.0
Change To Operating Activities,51400000.0,-81200000.0,-331200000.0,94900000.0
Net Income,2301800000.0,2529200000.0,2290500000.0,2530800000.0
Change In Cash,907700000.0,-952200000.0,1211300000.0,-4224400000.0
Total Cash From Operating Activities,2252200000.0,1341800000.0,2371200000.0,2479700000.0
Depreciation,510500000.0,477000000.0,422900000.0,383500000.0
Other Cashflows From Investing Activities,65200000.0,107900000.0,43000000.0,312300000.0
Dividends Paid,-814600000.0,-1368600000.0,-325900000.0,-651700000.0
Change To Inventory,-502600000.0,-338600000.0,222300000.0,221700000.0
Change To Account Receivables,-108700000.0,-72700000.0,-446600000.0,-205300000.0
Other Cashflows From Financing Activities,-166100000.0,-278600000.0,-66400000.0,-1171200000.0
Change To Netincome,72400000.0,-628100000.0,209300000.0,-496500000.0
Capital Expenditures,-355500000.0,-754700000.0,-810600000.0,-937500000.0
