,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-3307700000.0,2459100000.0,1231800000.0,-3865600000.0
Change To Liabilities,2864900000.0,15901500000.0,16668100000.0,29070400000.0
Total Cashflows From Investing Activities,-46930400000.0,-74446400000.0,-57065900000.0,-26316000000.0
Net Borrowings,3983500000.0,43154900000.0,-11349800000.0,-27767700000.0
Total Cash From Financing Activities,-34706200000.0,2812200000.0,-33642800000.0,-52516200000.0
Net Income,61363500000.0,94220500000.0,65457400000.0,47990700000.0
Change In Cash,8824600000.0,3275000000.0,-10806100000.0,8575600000.0
Repurchase Of Stock,-12809700000.0,-12809700000.0,-12809700000.0,-12809700000.0
Effect Of Exchange Rate,527200000.0,-8544400000.0,60600000.0,-279300000.0
Total Cash From Operating Activities,89934000000.0,83453600000.0,79842000000.0,87687100000.0
Depreciation,21676000000.0,20804600000.0,16472700000.0,15272700000.0
Other Cashflows From Investing Activities,13217000000.0,15448600000.0,17116200000.0,11539100000.0
Dividends Paid,-22380600000.0,-32851900000.0,-20885600000.0,-21065000000.0
Change To Inventory,1923700000.0,-6810000000.0,-5704300000.0,-2219300000.0
Change To Account Receivables,19421100000.0,2643800000.0,-15894900000.0,-9333500000.0
Other Cashflows From Financing Activities,-3499400000.0,-7490800000.0,-1407400000.0,-3683500000.0
Change To Netincome,-17315200000.0,-43306800000.0,2843000000.0,6906100000.0
Capital Expenditures,-56972100000.0,-92629400000.0,-77958100000.0,-34020400000.0
