,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-6010900000.0,-3772100000.0,-2971100000.0,-3149200000.0
Net Borrowings,-172640600000.0,94384700000.0,-24048000000.0,44549000000.0
Total Cash From Financing Activities,363470700000.0,550755700000.0,89746100000.0,438856800000.0
Change To Operating Activities,-579280000000.0,-546062800000.0,-230088300000.0,-337913200000.0
Net Income,28633987000.0,-31208886000.0,-29223494000.0,-52124682000.0
Change In Cash,291858100000.0,120857200000.0,-63172800000.0,165744400000.0
Total Cash From Operating Activities,-346803900000.0,-426126300000.0,-149947800000.0,-269963200000.0
Depreciation,9081500000.0,4172000000.0,3738200000.0,3682300000.0
Other Cashflows From Financing Activities,536111300000.0,338810900000.0,67065700000.0,323835900000.0
Change To Netincome,194760613000.0,146973386000.0,105625794000.0,116392382000.0
Capital Expenditures,-7189800000.0,-3938400000.0,-3154500000.0,-3312300000.0
Issuance Of Stock,,117560100000.0,46728400000.0,70471900000.0
