,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-2569398000.0,-3223453000.0,-3128120000.0,-2038080000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-2649182000.0,-3417555000.0,-3269892000.0,-2175880000.0
Net Borrowings,10036593000.0,17081668000.0,9422349000.0,8023938000.0
Total Cash From Financing Activities,10075900000.0,17045600000.0,14044394000.0,12403839000.0
Change To Operating Activities,-14195114000.0,-14330755000.0,-14472462000.0,-10749513000.0
Issuance Of Stock,46703000.0,54742000.0,4751335000.0,4411735000.0
Net Income,2889192000.0,2490416000.0,1760309000.0,930356000.0
Change In Cash,-3284958000.0,1905640000.0,-1984572000.0,898858000.0
Total Cash From Operating Activities,-10711676000.0,-11722405000.0,-12759074000.0,-9329101000.0
Depreciation,185991000.0,178942000.0,84808000.0,49075000.0
Other Cashflows From Financing Activities,-7396000.0,-90810000.0,-129290000.0,-31834000.0
Change To Netincome,388137000.0,-77693000.0,-144155000.0,431890000.0
Capital Expenditures,-82917000.0,-195545000.0,-142734000.0,-137817000.0
