,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-3582000000.0,-989000000.0,6721500000.0,1591000000.0
Change To Liabilities,3220900000.0,-863800000.0,-193900000.0,1394200000.0
Total Cashflows From Investing Activities,-4528400000.0,-3762200000.0,884500000.0,-1627400000.0
Net Borrowings,-387700000.0,448400000.0,-440000000.0,46200000.0
Total Cash From Financing Activities,-2741600000.0,-1406900000.0,-2228900000.0,-1915800000.0
Net Income,5297400000.0,5210100000.0,4527500000.0,5144000000.0
Change In Cash,-811300000.0,781600000.0,-345200000.0,57000000.0
Total Cash From Operating Activities,6458700000.0,5950700000.0,999200000.0,3600200000.0
Depreciation,1635700000.0,1402700000.0,1050900000.0,766400000.0
Other Cashflows From Investing Activities,62300000.0,25700000.0,175700000.0,213000000.0
Dividends Paid,-2391700000.0,-1400900000.0,-1401200000.0,-1347330000.0
Change To Inventory,-1895800000.0,1027000000.0,-2589600000.0,-1259800000.0
Change To Account Receivables,-2113500000.0,-733600000.0,-819000000.0,-1874500000.0
Other Cashflows From Financing Activities,37800000.0,-454400000.0,-387700000.0,-345200000.0
Change To Netincome,296700000.0,-110200000.0,-988600000.0,-574400000.0
Capital Expenditures,-1037900000.0,-2421200000.0,-5270700000.0,-3444700000.0
