,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,23370000000.0,22790000000.0,390000000.0,-4970000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-15280000000.0,17910000000.0,-4380000000.0,-10630000000.0
Net Borrowings,-4060000000.0,-4720000000.0,990000000.0,-2770000000.0
Total Cash From Financing Activities,-93090000000.0,-68190000000.0,-53900000000.0,-49750000000.0
Change To Operating Activities,4420000000.0,7420000000.0,-1470000000.0,9820000000.0
Net Income,79950000000.0,67480000000.0,60540000000.0,52140000000.0
Change In Cash,-13740000000.0,25950000000.0,-280000000.0,210000000.0
Total Cash From Operating Activities,91630000000.0,76230000000.0,58000000000.0,60590000000.0
Depreciation,10670000000.0,9980000000.0,5610000000.0,5160000000.0
Other Cashflows From Investing Activities,2340000000.0,3520000000.0,2900000000.0,2970000000.0
Dividends Paid,-65790000000.0,-51960000000.0,-45460000000.0,-38960000000.0
Change To Inventory,-5430000000.0,-3310000000.0,-1950000000.0,-1460000000.0
Other Cashflows From Financing Activities,-920000000.0,-11510000000.0,-9430000000.0,-8020000000.0
Change To Netincome,1950000000.0,-5380000000.0,-4770000000.0,-5110000000.0
Capital Expenditures,-7410000000.0,-8500000000.0,-6950000000.0,-8880000000.0
