,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-479420000.0,-854137000.0,-6471370000.0,-1097781000.0
Net Borrowings,-19670000000.0,-6000000000.0,-6000000000.0,-6000000000.0
Total Cash From Financing Activities,191492573000.0,76948853000.0,114817687000.0,109194787000.0
Change To Operating Activities,-186054585000.0,-183104552000.0,-117613866000.0,-106522235000.0
Issuance Of Stock,41000000000.0,821700000000.0,62234672000.0,57940000000.0
Net Income,8314700000.0,-85274035000.0,-37378810000.0,-62994905000.0
Change In Cash,67156813000.0,-68308421000.0,43465070000.0,33219582000.0
Total Cash From Operating Activities,-123856340000.0,-144403137000.0,-64881248000.0,-74877424000.0
Depreciation,2579975000.0,3006083000.0,3042445000.0,2724703000.0
Other Cashflows From Financing Activities,170162573000.0,-738751147000.0,52583015000.0,51254787000.0
Change To Netincome,51303570000.0,120969367000.0,87068983000.0,91915013000.0
Capital Expenditures,-666565000.0,-1290292000.0,-8478824000.0,-1164597000.0
